Geography,Under_5000,5000_to_10000,10000_to_15000,15000_to_20000,20000_to_25000,25000_to_30000,30000_to_35000,35000_to_40000,40000_to_45000,45000_to_50000,50000_to_55000,55000_to_60000,60000_to_70000,70000_to_80000,80000_to_90000,90000_to_100000,100000_to_150000,150000_to_250000,over_250000,Total_Filers,Cum_Under_5000,Cum_5000_to_10000,Cum_10000_to_15000,Cum_15000_to_20000,Cum_20000_to_25000,Cum_25000_to_30000,Cum_30000_to_35000,Cum_35000_to_40000,Cum_40000_to_45000,Cum_45000_to_50000,Cum_50000_to_55000,Cum_55000_to_60000,Cum_60000_to_70000,Cum_70000_to_80000,Cum_80000_to_90000,Cum_90000_to_100000,Cum_100000_to_150000,Cum_150000_to_250000,Cum_over_250000
Canada,2227330,1153070,1623850,2093180,2531140,1869810,1699560,1646770,1541910,1526050,1302870,1140870,1928840,1563460,1263410,1001040,2347260,959290,461270,29880980,2227330,3380400,5004250,7097430,9628570,11498380,13197940,14844710,16386620,17912670,19215540,20356410,22285250,23848710,25112120,26113160,28460420,29419710,29880980
