geography,pop_2021,total_private_dwellings,dwellings_occupied,age_total,age_0_14,age_0_4,age_5_9,age_10_14,age_15_64,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_plus,age_65_69,age_70_74,age_75_79,age_80_84,age_85_plus,avg_age,median_age,dwell_total,dwell_single_detached,dwell_semi_detached,dwell_row_house,dwell_duplex,dwell_apt_low_rise,dwell_apt_high_rise,dwell_other_attached,dwell_movable,hh_total,hh_1person,hh_2persons,hh_3persons,hh_4persons,hh_5plus,avg_hh_size,ind_median_total_income,ind_median_aftertax_income,ind_avg_total_income,ind_avg_aftertax_income,emp_inc_total,emp_inc_without,emp_inc_with,emp_inc_under5k,emp_inc_5k_10k,emp_inc_10k_20k,emp_inc_20k_30k,emp_inc_30k_40k,emp_inc_40k_50k,emp_inc_50k_60k,emp_inc_60k_70k,emp_inc_70k_80k,emp_inc_80k_90k,emp_inc_90k_100k,emp_inc_100k_plus,emp_inc_100k_125k,emp_inc_125k_plus,hh_median_total_income,hh_median_aftertax_income,hh_avg_total_income,hh_avg_aftertax_income,hh_income_total,hh_income_under5k,hh_income_5k_10k,hh_income_10k_15k,hh_income_15k_20k,hh_income_20k_25k,hh_income_25k_30k,hh_income_30k_35k,hh_income_35k_40k,hh_income_40k_45k,hh_income_45k_50k,hh_income_50k_60k,hh_income_60k_70k,hh_income_70k_80k,hh_income_80k_90k,hh_income_90k_100k,hh_income_100k_plus,hh_income_100k_125k,hh_income_125k_150k,hh_income_150k_200k,hh_income_200k_plus,lowincome_total,lowincome_lim_at_count,lowincome_lim_at_pct,lang_total,lang_english_only,lang_french_only,lang_bilingual,lang_neither,tenure_total,tenure_owner,tenure_renter,condo_total,condo_yes,condo_no,bedrooms_total,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4plus,construction_total,construction_1960_or_before,construction_1961_1980,construction_1981_1990,construction_1991_2000,construction_2001_2005,construction_2006_2010,construction_2011_2015,construction_2016_2021,condition_total,condition_regular_maintenance,condition_major_repairs,shelter_ratio_total,shelter_ratio_under30pct,shelter_ratio_30pct_or_more,owner_total,owner_pct_with_mortgage,owner_pct_30pct_shelter,owner_median_monthly_shelter,owner_avg_monthly_shelter,owner_median_dwelling_value,owner_avg_dwelling_value,renter_total,renter_pct_subsidized,renter_pct_30pct_shelter,renter_median_monthly_shelter,renter_avg_monthly_shelter,immig_total,immig_nonimmigrant,immig_immigrant,immig_recent_2016_2021,immig_nonpermanent_resident,vismin_total,vismin_visible_minority,vismin_not_visible_minority,mobility5_total,mobility5_nonmovers,mobility5_movers,mobility5_nonmigrants,mobility5_migrants,edu_total_25_64,edu_no_cert,edu_highschool,edu_postsec,edu_trades,edu_college,edu_bachelor_plus,edu_bachelor,edu_masters,edu_doctorate,labour_total,labour_in_force,labour_employed,labour_unemployed,labour_not_in_force,participation_rate,employment_rate,unemployment_rate,work_status_total,work_at_home,work_usual_place,commute_mode_total,commute_car_truck_van,commute_car_driver,commute_car_passenger,commute_transit,commute_walk,commute_bicycle,commute_other,commute_dur_total,commute_under15,commute_15_29,commute_30_44,commute_45_59,commute_60plus
Canada,36991979.0,16284235.0,14978941.0,36991870.0,6012710.0,1831170.0,2054770.0,2126695.0,23957675.0,2012935.0,2202260.0,2421405.0,2518925.0,2511380.0,2399410.0,2304090.0,2368310.0,2647335.0,2571605.0,7021320.0,2210855.0,1847605.0,1260890.0,840480.0,861300.0,,,14978885.0,7872280.0,746400.0,980080.0,821405.0,2738125.0,1595980.0,34725.0,189215.0,14978820.0,4395830.0,5124965.0,2194750.0,2002450.0,1260870.0,,,,,,30334680.0,9207955.0,21126630.0,2950905.0,1739635.0,2498095.0,1960525.0,1902985.0,1859830.0,1640680.0,1367505.0,1099555.0,929540.0,759980.0,2417720.0,1129405.0,1288195.0,,,,,14978150.0,165190.0,91580.0,178555.0,274040.0,637535.0,505910.0,488675.0,561030.0,572620.0,559270.0,1093010.0,1044645.0,986365.0,921305.0,844730.0,6053520.0,1753520.0,1283605.0,1545980.0,1470800.0,36326880.0,4015785.0,,36620885.0,25261430.0,4087775.0,6581665.0,689715.0,14978795.0,9955985.0,4953995.0,14978795.0,2248035.0,12730380.0,14978795.0,131420.0,2124485.0,3829895.0,4982930.0,3909535.0,14978795.0,3026965.0,4171865.0,1982555.0,1805910.0,959855.0,1034825.0,967520.0,1029130.0,14978795.0,14059320.0,919410.0,14686665.0,11612140.0,3074460.0,9807590.0,,,,,,,4936685.0,,,,,36328305.0,27041930.0,8361435.0,1327625.0,924310.0,36328370.0,9639160.0,26689070.0,34504310.0,21061030.0,13443090.0,5773825.0,7669140.0,19568115.0,1931855.0,4501390.0,13135010.0,1886520.0,4193570.0,6431800.0,4177430.0,1446320.0,208945.0,30335870.0,19310375.0,17321760.0,1988565.0,11025535.0,,,,17321590.0,4214915.0,10846695.0,13048470.0,10950800.0,10106670.0,844185.0,1000310.0,672550.0,138155.0,285710.0,13048470.0,4178555.0,4546185.0,2486810.0,910445.0,926030.0
