game_id,season_id,game_date,home_team,visitor_team,home_score,visitor_score,attendance,game_length,game_length_seconds,venue,num_periods,shootout_rounds,referee1_name,referee1_number,referee2_name,referee2_number,linesperson1_name,linesperson1_number,linesperson2_name,linesperson2_number
40,1,"Tuesday, February 27, 2024",PWHL Minnesota,PWHL Toronto,3,4,2718,2:35,9300,3M Arena at Mariucci | Minneapolis,NA,0,Tatu Kunto (17),NA,Alex Lepkowski (14),NA,Patrick Dapuzzo (77),NA,Greg Offerman (95),NA
39,1,"Wednesday, February 28, 2024",PWHL Ottawa,PWHL New York,4,2,6889,2:32,9120,TD Place | Ottawa,NA,0,David Elford (11),NA,Marie-Eve Couture (51),NA,Joanie Duchesneau (74),NA,Laura Gutauskas (67),NA
41,1,"Saturday, March  2, 2024",PWHL Ottawa,PWHL Toronto,2,5,8447,2:22,8520,TD Place | Ottawa,NA,0,Damian Figueira (20),NA,Melissa Doyle (48),NA,Spencer Knox (81),NA,Sophie Thomson (75),NA
42,1,"Saturday, March  2, 2024",PWHL Montreal,PWHL Boston,3,1,3232,2:22,8520,Verdun Auditorium | Montreal,NA,0,Grace Barlow (22),NA,Amy Martin (52),NA,Stephanie Gagnon (76),NA,Joanie Duchesneau (74),NA
43,1,"Sunday, March  3, 2024",PWHL New York,PWHL Minnesota,0,2,4459,2:18,8280,UBS Arena | Elmont,NA,0,Kyle Bauman (18),NA,Kelly Cooke (29),NA,Abigail Torres (65),NA,Erin Zach (60),NA
44,1,"Tuesday, March  5, 2024",PWHL Minnesota,PWHL Ottawa,4,3,4585,2:31,9060,Xcel Energy Center,NA,1,Chad Ingalls (25),NA,Bobby Jo Love (5),NA,Ali Beres (67),NA,Dustin McCrank (84),NA
46,1,"Wednesday, March  6, 2024",PWHL New York,PWHL Montreal,3,4,728,2:30,9000,Total Mortgage Arena | Bridgeport,NA,0,Shauna Neary (49),NA,Harrison O'Pray (27),NA,Antoine Bujold-Roux (72),NA,Kirsten Welsh (64),NA
45,1,"Wednesday, March  6, 2024",PWHL Toronto,PWHL Boston,3,1,2479,2:22,8520,Mattamy Athletic Centre | Toronto,NA,0,Cianna Murray (13),NA,Chris Rumble (24),NA,Adam Burnett (94),NA,Luke Pye (80),NA
47,1,"Friday, March  8, 2024",PWHL Toronto,PWHL Montreal,3,0,2554,2:29,8940,Mattamy Athletic Centre | Toronto,NA,0,Chelsea Rapin (2),NA,Kyle Bauman (18),NA,Anthony Lapointe (78),NA,Sophie Thomson (75),NA
48,1,"Sunday, March 10, 2024",PWHL Boston,PWHL New York,3,2,4607,2:20,8400,Tsongas Center | Lowell,NA,0,Amanda Tassoni (21),NA,Jim Curtin (23),NA,Laura Gutauskas (67),NA,Patrick Dapuzzo (77),NA
49,1,"Sunday, March 10, 2024",PWHL Montreal,PWHL Ottawa,2,4,10172,2:24,8640,Place Bell | Laval,NA,0,Jake Kamrass (3),NA,Krysta Ansell (19),NA,Adam Burnett (94),NA,Ali Beres (67),NA
50,1,"Wednesday, March 13, 2024",PWHL Minnesota,PWHL Boston,4,0,4669,2:20,8400,Xcel Energy Center,NA,0,Jared Cummins (1),NA,Tatu Kunto (17),NA,TJ Dockery (50),NA,Justine Todd (70),NA
51,1,"Saturday, March 16, 2024",PWHL Minnesota,PWHL New York,5,1,9006,2:18,8280,Xcel Energy Center,NA,0,Kyle Bauman (18),NA,Beatrice Fortin (26),NA,Joanie Duchesneau (74),NA,Sarah Buckner (10),NA
65,1,"Saturday, March 16, 2024",PWHL Boston,PWHL Ottawa,2,1,13736,2:40,9600,Little Caesars Arena | Detroit,NA,1,Elizabeth Mantha (15),NA,Jack Hennigan (44),NA,Kirsten Welsh (64),NA,Jarrett T. Burton (90),NA
66,1,"Sunday, March 17, 2024",PWHL Montreal,PWHL Toronto,1,2,8850,2:14,8040,PPG Paints Arena | Pittsburgh,NA,0,David Elford (11),NA,Lacey Senuk (39),NA,Anthony Lapointe (78),NA,Shawn Oliver (56),NA
53,1,"Wednesday, March 20, 2024",PWHL New York,PWHL Ottawa,0,3,1702,2:24,8640,Total Mortgage Arena | Bridgeport,NA,0,Chris Rumble (24),NA,Hillary Brennan (61),NA,Luke Pye (80),NA,Spencer Knox (81),NA
52,1,"Wednesday, March 20, 2024",PWHL Toronto,PWHL Boston,2,1,2525,2:22,8520,Mattamy Athletic Centre | Toronto,NA,0,Andrew Bell (6),NA,Alexandra Clarke (7),NA,Jeremy Faucher (85),NA,Adam Burnett (94),NA
54,1,"Saturday, March 23, 2024",PWHL Ottawa,PWHL Toronto,5,3,8448,2:25,8700,TD Place | Ottawa,NA,0,Brandy Beecroft (33),NA,Harrison O'Pray (27),NA,TJ Dockery (50),NA,Sarah Buckner (10),NA
55,1,"Sunday, March 24, 2024",PWHL Minnesota,PWHL Montreal,3,2,7268,2:35,9300,Xcel Energy Center,NA,1,Jenn Berezowski (4),NA,Cianna Murray (13),NA,Ali Beres (68),NA,Dustin McCrank (84),NA
56,1,"Monday, March 25, 2024",PWHL New York,PWHL Boston,3,2,2834,2:24,8640,UBS Arena | Elmont,NA,0,Jake Kamrass (3),NA,Sydney Harris (46),NA,Matthew Heinen (82),NA,Antoine Bujold-Roux (72),NA
58,1,"Thursday, April 18, 2024",PWHL Montreal,PWHL Minnesota,4,3,3084,2:23,8580,Verdun Auditorium | Montreal,NA,0,Tatu Kunto (17),NA,Laura Schmidlein (53),NA,Shawn Oliver (56),NA,Adam Burnett (94),NA
57,1,"Thursday, April 18, 2024",PWHL Boston,PWHL Toronto,2,1,4084,2:18,8280,Tsongas Center | Lowell,NA,0,Katie Glover (45),NA,Alex Lepkowski (14),NA,Greg Offerman (95),NA,Kirsten Welsh (64),NA
67,1,"Saturday, April 20, 2024",PWHL Montreal,PWHL Toronto,2,3,21105,2:34,9240,Bell Centre | Montréal,NA,0,Grace Barlow (22),NA,Jenn Berezowski (4),NA,Laura Gutauskas (67),NA,Dustin McCrank (84),NA
68,1,"Saturday, April 20, 2024",PWHL New York,PWHL Boston,1,2,5132,2:26,8760,Prudential Center | Newark,NA,0,Krysta Ansell (19),NA,Katie Glover (45),NA,Joanie Duchesneau (74),NA,Justine Todd (70),NA
59,1,"Saturday, April 20, 2024",PWHL Ottawa,PWHL Minnesota,4,0,8110,2:20,8400,TD Place | Ottawa,NA,0,Beatrice Fortin (26),NA,Damian Figueira (20),NA,Sophie Thomson (75),NA,Stephanie Gagnon (76),NA
69,1,"Wednesday, April 24, 2024",PWHL Ottawa,PWHL Boston,3,2,7686,2:26,8760,TD Place | Ottawa,NA,1,Chad Ingalls (25),NA,Hillary Brennan (61),NA,Laura Gutauskas (67),NA,Antoine Bujold-Roux (72),NA
60,1,"Wednesday, April 24, 2024",PWHL Montreal,PWHL New York,5,2,3232,2:26,8760,Verdun Auditorium | Montreal,NA,0,Elizabeth Mantha (15),NA,Chris Rumble (24),NA,Stephanie Gagnon (76),NA,Jarrett T. Burton (90),NA
62,1,"Saturday, April 27, 2024",PWHL Ottawa,PWHL Montreal,0,2,8452,2:23,8580,TD Place | Ottawa,NA,0,Jake Kamrass (3),NA,Liam Maaskant (62),NA,Adam Burnett (94),NA,Anthony Lapointe (78),NA
70,1,"Saturday, April 27, 2024",PWHL Minnesota,PWHL Boston,1,2,9977,2:20,8400,Xcel Energy Center,NA,0,Kyle Bauman (18),NA,Marie-Eve Couture (51),NA,Sarah Buckner (10),NA,Melissa Brunn (73),NA
61,1,"Sunday, April 28, 2024",PWHL New York,PWHL Toronto,2,6,1668,2:28,8880,UBS Arena | Elmont,NA,0,Jack Hennigan (44),NA,Amy Martin (52),NA,TJ Dockery (70),NA,Justine Todd (50),NA
71,1,"Tuesday, April 30, 2024",PWHL New York,PWHL Ottawa,4,3,2992,2:24,8640,Prudential Center | Newark,NA,0,Andrew Bell (6),NA,Samantha Hiller (12),NA,Greg Offerman (95),NA,Kirsten Welsh (64),NA
63,1,"Wednesday, May  1, 2024",PWHL Toronto,PWHL Minnesota,4,1,2571,2:22,8520,Mattamy Athletic Centre | Toronto,NA,0,Lacey Senuk (39),NA,David Elford (11),NA,Sophie Thomson (75),NA,Jeremy Faucher (85),NA
73,1,"Saturday, May  4, 2024",PWHL New York,PWHL Minnesota,5,2,1563,2:28,8880,UBS Arena | Elmont,NA,0,Beatrice Fortin (26),NA,Alex Lepkowski (14),NA,Laura Gutauskas (68),NA,Greg Offerman (95),NA
64,1,"Saturday, May  4, 2024",PWHL Boston,PWHL Montreal,4,3,5964,2:31,9060,Tsongas Center | Lowell,NA,0,Jim Curtin (23),NA,Laura Schmidlein (53),NA,TJ Dockery (70),NA,Erin Zach (60),NA
72,1,"Sunday, May  5, 2024",PWHL Toronto,PWHL Ottawa,5,2,2620,2:37,9420,Mattamy Athletic Centre | Toronto,NA,0,Shauna Neary (49),NA,Cianna Murray (13),NA,Shawn Oliver (56),NA,Ali Beres (67),NA
74,2,"Monday, December  4, 2023",PWHL Boston,PWHL Toronto,2,5,NA,2:20,8400,Utica University Nexus Center - Mastrovito Hyundai,NA,0,Jordan Deckard,NA,Chris Rumble,NA,,NA,,NA
75,2,"Monday, December  4, 2023",PWHL Minnesota,PWHL Ottawa,8,4,NA,2:34,9240,Utica University Nexus Center - Mastrovito Hyundai,NA,1,Damian Figueira,NA,Liam Maaskant,NA,,NA,,NA
76,2,"Monday, December  4, 2023",PWHL New York,PWHL Montreal,4,0,NA,2:22,8520,Utica University Nexus Center - Mastrovito Hyundai,NA,1,Cianna Murray,NA,Jake Kamrass,NA,,NA,,NA
77,2,"Tuesday, December  5, 2023",PWHL Toronto,PWHL Minnesota,4,5,NA,2:34,9240,Utica University Nexus Center - Mastrovito Hyundai,NA,0,Jordan Deckard,NA,Damian Figueira,NA,,NA,,NA
78,2,"Tuesday, December  5, 2023",PWHL Montreal,PWHL Boston,3,1,NA,2:35,9300,Utica University Nexus Center - Mastrovito Hyundai,NA,0,Cianna Murray,NA,Hillary Brennan,NA,,NA,,NA
79,2,"Tuesday, December  5, 2023",PWHL Ottawa,PWHL New York,1,2,NA,2:32,9120,Utica University Nexus Center - Mastrovito Hyundai,NA,2,Cianna Murray,NA,,NA,,NA,,NA
80,2,"Thursday, December  7, 2023",PWHL Minnesota,PWHL Montreal,4,3,NA,1:58,7080,Utica University Nexus Center - Mastrovito Hyundai,NA,0,Cianna Murray,NA,Jake Kamrass,NA,,NA,,NA
81,2,"Thursday, December  7, 2023",PWHL Toronto,PWHL New York,4,6,NA,2:19,8340,Utica University Nexus Center - Mastrovito Hyundai,NA,0,,NA,,NA,,NA,,NA
82,2,"Thursday, December  7, 2023",PWHL Boston,PWHL Ottawa,3,1,NA,2:15,8100,Utica University Nexus Center - Mastrovito Hyundai,NA,0,Chris Rumble,NA,,NA,,NA,,NA
84,3,"Wednesday, May  8, 2024",PWHL Toronto,PWHL Minnesota,4,0,8473,2:14,8040,Coca-Cola Coliseum | Toronto,NA,0,Jared Cummins (1),NA,Alexandra Clarke (7),NA,Antoine Bujold-Roux (72),NA,Laura Gutauskas (68),NA
85,3,"Thursday, May  9, 2024",PWHL Montreal,PWHL Boston,1,2,9135,3:09,11340,Place Bell | Laval,NA,0,Lacey Senuk (39),NA,David Elford (11),NA,Erin Zach (60),NA,Shawn Oliver (56),NA
86,3,"Friday, May 10, 2024",PWHL Toronto,PWHL Minnesota,2,0,8581,2:20,8400,Coca-Cola Coliseum | Toronto,NA,0,Andrew Bell (6),NA,Elizabeth Mantha (15),NA,Dustin McCrank (84),NA,Anthony Lapointe (78),NA
87,3,"Saturday, May 11, 2024",PWHL Montreal,PWHL Boston,1,2,10172,4:47,17220,Place Bell | Laval,NA,0,Grace Barlow (22),NA,Alex Lepkowski (14),NA,Antoine Bujold-Roux (72),NA,Anthony Lapointe (78),NA
88,3,"Monday, May 13, 2024",PWHL Minnesota,PWHL Toronto,2,0,3344,2:18,8280,Xcel Energy Center,NA,0,Jordan Deckard (9),NA,Jack Hennigan (44),NA,Greg Offerman (95),NA,Kirsten Welsh (64),NA
89,3,"Tuesday, May 14, 2024",PWHL Boston,PWHL Montreal,3,2,2781,2:39,9540,Tsongas Center | Lowell,NA,0,Beatrice Fortin (26),NA,Jake Kamrass (3),NA,Patrick Dapuzzo (77),NA,Jeremy Faucher (85),NA
90,3,"Wednesday, May 15, 2024",PWHL Minnesota,PWHL Toronto,1,0,2766,3:18,11880,Xcel Energy Center,NA,0,David Elford (11),NA,Grace Barlow (22),NA,Kirsten Welsh (64),NA,Dustin McCrank (84),NA
92,3,"Friday, May 17, 2024",PWHL Toronto,PWHL Minnesota,1,4,8501,2:17,8220,Coca-Cola Coliseum | Toronto,NA,0,Jared Cummins (1),NA,Jake Kamrass (3),NA,Anthony Lapointe (78),NA,Shawn Oliver (56),NA
94,3,"Sunday, May 19, 2024",PWHL Boston,PWHL Minnesota,4,3,4508,2:21,8460,Tsongas Center | Lowell,NA,0,Jack Hennigan (44),NA,Alex Lepkowski (14),NA,Antoine Bujold-Roux (72),NA,Greg Offerman (95),NA
95,3,"Tuesday, May 21, 2024",PWHL Boston,PWHL Minnesota,0,3,4543,2:27,8820,Tsongas Center | Lowell,NA,0,Jared Cummins (1),NA,David Elford (11),NA,Jeremy Faucher (85),NA,Laura Gutauskas (68),NA
96,3,"Friday, May 24, 2024",PWHL Minnesota,PWHL Boston,4,1,9054,2:20,8400,Xcel Energy Center,NA,0,Jake Kamrass (3),NA,Grace Barlow (22),NA,Shawn Oliver (56),NA,Anthony Lapointe (78),NA
97,3,"Sunday, May 26, 2024",PWHL Minnesota,PWHL Boston,0,1,13104,3:56,14160,Xcel Energy Center,NA,0,Jared Cummins (1),NA,Jack Hennigan (44),NA,Laura Gutauskas (68),NA,Antoine Bujold-Roux (72),NA
98,3,"Wednesday, May 29, 2024",PWHL Boston,PWHL Minnesota,0,3,6309,2:25,8700,Tsongas Center | Lowell,NA,0,David Elford (11),NA,Alex Lepkowski (14),NA,Jeremy Faucher (85),NA,Greg Offerman (95),NA
99,4,"Wednesday, November 20, 2024",Boston Fleet,Montréal Victoire,3,1,NA,2:17,8220,Verdun Auditorium | Montreal,NA,0,Jarrett T. Burton (90),NA,Marie-Eve Couture (51),NA,Jessica Chartrand (63),NA,Shawn Oliver (56),NA
100,4,"Wednesday, November 20, 2024",Minnesota Frost,Toronto Sceptres,3,1,NA,1:57,7020,Ford Performance Centre | Toronto,NA,0,Jack Hennigan (44),NA,Chad Ingalls (25),NA,Ali Beres (67),NA,Dustin McCrank (84),NA
101,4,"Thursday, November 21, 2024",Ottawa Charge,Boston Fleet,6,1,NA,2:10,7800,Verdun Auditorium | Montreal,NA,0,Elizabeth Mantha (15),NA,Marie-Eve Couture (51),NA,Joanie Duchesneau (74),NA,Anthony Lapointe (78),NA
102,4,"Thursday, November 21, 2024",New York Sirens,Minnesota Frost,3,4,NA,2:21,8460,Ford Performance Centre | Toronto,NA,0,Alexandra Clarke (7),NA,Damian Figueira (20),NA,TJ Dockery (70),NA,Spencer Knox (81),NA
103,4,"Friday, November 22, 2024",Montréal Victoire,Ottawa Charge,6,3,NA,2:10,7800,Verdun Auditorium | Montreal,NA,0,Jenn Berezowski (4),NA,Marie-Eve Couture (51),NA,Stephanie Gagnon (76),NA,Anthony Lapointe (78),NA
104,4,"Friday, November 22, 2024",Toronto Sceptres,New York Sirens,2,5,NA,2:14,8040,Ford Performance Centre | Toronto,NA,0,Lacey Senuk (39),NA,Hillary Brennan (61),NA,Laura Gutauskas (68),NA,Erin Zach (60),NA
105,5,"Saturday, November 30, 2024",Toronto Sceptres,Boston Fleet,3,1,8089,2:25,8700,Coca-Cola Coliseum | Toronto,NA,0,Grace Barlow (22),NA,Jenn Berezowski (4),NA,Adam Burnett (94),NA,Erin Zach (60),NA
106,5,"Saturday, November 30, 2024",Montréal Victoire,Ottawa Charge,4,3,10033,2:29,8940,Place Bell | Laval,NA,1,Beatrice Fortin (26),NA,Jack Hennigan (44),NA,Ali Beres (67),NA,Laura Gutauskas (68),NA
107,5,"Sunday, December  1, 2024",Minnesota Frost,New York Sirens,3,4,8022,2:26,8760,Xcel Energy Center,NA,0,Laura White (47),NA,Jared Cummins (1),NA,Erika Greenen (88),NA,Greg Offerman (95),NA
108,5,"Tuesday, December  3, 2024",Ottawa Charge,Toronto Sceptres,3,2,6451,2:25,8700,TD Place | Ottawa,NA,0,Tatu Kunto (17),NA,Brandy Beecroft (33),NA,Shawn Oliver (56),NA,Jessica Chartrand (63),NA
109,5,"Wednesday, December  4, 2024",Boston Fleet,Minnesota Frost,1,2,3811,2:19,8340,Tsongas Center | Lowell,NA,0,Kelly Cooke (29),NA,Amanda Tassoni (21),NA,Jenny Cameron (71),NA,Kirsten Welsh (64),NA
110,5,"Wednesday, December  4, 2024",Montréal Victoire,New York Sirens,1,4,5415,2:25,8700,Place Bell | Laval,NA,0,Tatu Kunto (17),NA,Amy Martin (52),NA,Joanie Duchesneau (74),NA,Anthony Lapointe (78),NA
172,5,"Friday, December  6, 2024",Ottawa Charge,Montréal Victoire,1,2,11065,2:23,8580,Canadian Tire Centre | Ottawa,NA,0,Samantha Hiller (12),NA,Alexandra Clarke (7),NA,TJ Dockery (70),NA,Patrick Dapuzzo (77),NA
111,5,"Saturday, December  7, 2024",Toronto Sceptres,Minnesota Frost,3,6,7584,2:16,8160,Coca-Cola Coliseum | Toronto,NA,0,Chad Ingalls (25),NA,Shauna Neary (49),NA,Sophie Thomson (75),NA,Justine Todd (50),NA
112,5,"Sunday, December  8, 2024",Boston Fleet,New York Sirens,4,2,4003,2:38,9480,Tsongas Center | Lowell,NA,0,Katie Glover (45),NA,Charly Hurley (43),NA,Sarah Buckner (10),NA,Antoine Bujold-Roux (72),NA
113,5,"Tuesday, December 17, 2024",Boston Fleet,Ottawa Charge,3,2,2854,2:17,8220,Tsongas Center | Lowell,NA,0,Kyle Bauman (18),NA,Kelly Cooke (29),NA,Stephanie Gagnon (76),NA,Joanie Duchesneau (74),NA
114,5,"Wednesday, December 18, 2024",New York Sirens,Toronto Sceptres,4,2,2851,2:25,8700,Prudential Center | Newark,NA,0,Laura Schmidlein (53),NA,Amanda Tassoni (21),NA,Antoine Bujold-Roux (72),NA,Patrick Dapuzzo (77),NA
115,5,"Thursday, December 19, 2024",Minnesota Frost,Ottawa Charge,5,2,4686,2:30,9000,Xcel Energy Center,NA,0,Cianna Murray (13),NA,Samantha Hiller (12),NA,Dustin McCrank (84),NA,Kirsten Welsh (64),NA
116,5,"Saturday, December 21, 2024",Toronto Sceptres,Montréal Victoire,3,4,8251,2:32,9120,Coca-Cola Coliseum | Toronto,NA,0,Michelle McKenna (28),NA,Jared Cummins (14),NA,Spencer Knox (81),NA,Erin Zach (60),NA
117,5,"Sunday, December 22, 2024",New York Sirens,Minnesota Frost,3,4,2722,2:38,9480,Prudential Center | Newark,NA,2,Krysta Ansell (19),NA,Sydney Harris (46),NA,TJ Dockery (70),NA,Adam Burnett (94),NA
118,5,"Friday, December 27, 2024",Toronto Sceptres,Boston Fleet,4,2,8264,2:27,8820,Coca-Cola Coliseum | Toronto,NA,0,Damian Figueira (32),NA,Jarrett T. Burton (8),NA,Erika Greenen (88),NA,Stephanie Gagnon (76),NA
119,5,"Saturday, December 28, 2024",Minnesota Frost,Montréal Victoire,2,3,8726,2:22,8520,Xcel Energy Center,NA,0,Lacey Senuk (39),NA,Melissa Doyle (48),NA,Melissa Brunn (73),NA,Adam Burnett (94),NA
120,5,"Sunday, December 29, 2024",New York Sirens,Ottawa Charge,1,3,2946,2:20,8400,Prudential Center | Newark,NA,0,Elizabeth Mantha (15),NA,Marie-Eve Couture (20),NA,Matthew Heinen (82),NA,Abigail Torres (65),NA
121,5,"Monday, December 30, 2024",Montréal Victoire,Boston Fleet,3,1,10172,2:33,9180,Place Bell | Laval,NA,0,Hillary Brennan (40),NA,Cianna Murray (13),NA,Justine Todd (50),NA,Luke Pye (80),NA
122,5,"Tuesday, December 31, 2024",Toronto Sceptres,Ottawa Charge,1,2,8278,2:28,8880,Coca-Cola Coliseum | Toronto,NA,0,David Elford (11),NA,Brandy Beecroft (33),NA,Jessica Chartrand (63),NA,Anthony Lapointe (78),NA
123,5,"Thursday, January  2, 2025",Minnesota Frost,Boston Fleet,4,3,5066,2:29,8940,Xcel Energy Center,NA,0,Jenn Berezowski (4),NA,Kyle Bauman (18),NA,Sarah Buckner (66),NA,Greg Offerman (95),NA
124,5,"Saturday, January  4, 2025",Minnesota Frost,New York Sirens,0,5,6414,2:18,8280,Xcel Energy Center,NA,0,Lacey Senuk (39),NA,Beatrice Fortin (26),NA,Sarah Buckner (66),NA,Laura Gutauskas (68),NA
173,5,"Sunday, January  5, 2025",Boston Fleet,Montréal Victoire,3,2,12608,2:42,9720,Climate Pledge Arena | Seattle,NA,1,Andrew Bell (6),NA,Katie Glover (45),NA,Greg Offerman (95),NA,Erin Zach (60),NA
125,5,"Tuesday, January  7, 2025",New York Sirens,Ottawa Charge,2,3,1569,2:18,8280,Prudential Center | Newark,NA,0,Kyle Bauman (18),NA,Melissa Doyle (48),NA,Ali Beres (67),NA,Kirsten Welsh (64),NA
126,5,"Wednesday, January  8, 2025",Minnesota Frost,Boston Fleet,2,1,4248,2:21,8460,Xcel Energy Center,NA,0,Elizabeth Mantha (15),NA,Chad Ingalls (25),NA,Jeremy Faucher (85),NA,Ali Beres (67),NA
174,5,"Wednesday, January  8, 2025",Toronto Sceptres,Montréal Victoire,2,4,19038,2:18,8280,Rogers Arena | Vancouver,NA,0,Grace Barlow (22),NA,Jared Cummins (14),NA,Melissa Brunn (73),NA,Anthony Lapointe (78),NA
127,5,"Saturday, January 11, 2025",Ottawa Charge,Boston Fleet,1,2,8295,2:28,8880,TD Place | Ottawa,NA,0,,NA,,NA,,NA,,NA
128,5,"Sunday, January 12, 2025",New York Sirens,Toronto Sceptres,1,0,3258,2:33,9180,Prudential Center | Newark,NA,0,Jake Kamrass (3),NA,Harrison O'Pray (27),NA,Jenny Cameron (71),NA,Patrick Dapuzzo (77),NA
175,5,"Sunday, January 12, 2025",Minnesota Frost,Montréal Victoire,4,2,14018,2:24,8640,Ball Arena | Denver,NA,0,Cianna Murray (13),NA,Jack Hennigan (44),NA,Antoine Bujold-Roux (72),NA,Laura Gutauskas (68),NA
129,5,"Tuesday, January 14, 2025",Ottawa Charge,Toronto Sceptres,2,4,6526,2:22,8520,TD Place | Ottawa,NA,0,Michelle McKenna (10),NA,Jared Cummins (14),NA,Alexia Cheyroux (98),NA,Jeremy Faucher (85),NA
130,5,"Wednesday, January 15, 2025",New York Sirens,Minnesota Frost,3,2,1780,2:41,9660,Prudential Center | Newark,NA,1,Andrew Bell (6),NA,Laura White (47),NA,Luke Pye (80),NA,Erika Greenen (88),NA
131,5,"Friday, January 17, 2025",Montréal Victoire,Minnesota Frost,4,2,10172,2:29,8940,Place Bell | Laval,NA,0,Marie-Eve Couture (20),NA,Sydney Harris (28),NA,Adam Burnett (94),NA,Alexia Cheyroux (98),NA
176,5,"Sunday, January 19, 2025",Montréal Victoire,Ottawa Charge,2,1,18259,2:25,8700,Videotron Centre | Quebec City,NA,0,Elizabeth Mantha (15),NA,Amy Martin (31),NA,Antoine Bujold-Roux (72),NA,Spencer Knox (81),NA
132,5,"Tuesday, January 21, 2025",Minnesota Frost,Ottawa Charge,0,1,4165,2:16,8160,Xcel Energy Center,NA,0,Tatu Kunto (17),NA,Chris Rumble (24),NA,Melissa Brunn (73),NA,Sarah Buckner (66),NA
133,5,"Wednesday, January 22, 2025",Boston Fleet,Toronto Sceptres,4,1,3951,2:20,8400,Tsongas Center | Lowell,NA,0,Amanda Tassoni (21),NA,Damian Figueira (32),NA,Shawn Oliver (56),NA,Matthew Heinen (82),NA
177,5,"Saturday, January 25, 2025",Toronto Sceptres,New York Sirens,4,2,19102,2:24,8640,Scotiabank Arena | Toronto,NA,0,Grace Barlow (22),NA,Alexandra Clarke (7),NA,Greg Offerman (95),NA,Laura Gutauskas (68),NA
134,5,"Sunday, January 26, 2025",Minnesota Frost,Boston Fleet,5,2,7838,2:01,7260,Xcel Energy Center,NA,0,Jared Cummins (14),NA,Laura Schmidlein (23),NA,Dustin McCrank (84),NA,Erin Zach (60),NA
135,5,"Monday, January 27, 2025",Ottawa Charge,New York Sirens,0,3,5629,2:34,9240,TD Place | Ottawa,NA,0,Damian Figueira (32),NA,Brandy Beecroft (33),NA,Ali Beres (67),NA,Spencer Knox (81),NA
136,5,"Tuesday, January 28, 2025",Minnesota Frost,Toronto Sceptres,4,3,4540,2:39,9540,Xcel Energy Center,NA,1,Hillary Brennan (40),NA,Harrison O'Pray (27),NA,Matthew Heinen (82),NA,Kirsten Welsh (64),NA
137,5,"Wednesday, January 29, 2025",Montréal Victoire,Ottawa Charge,4,1,6150,2:31,9060,Place Bell | Laval,NA,0,Shauna Neary (49),NA,Chris Rumble (24),NA,Luke Pye (80),NA,Erin Zach (60),NA
138,5,"Thursday, January 30, 2025",Montréal Victoire,Toronto Sceptres,4,3,7242,2:44,9840,Place Bell | Laval,NA,1,Jack Hennigan (44),NA,Chad Ingalls (25),NA,Jessica Chartrand (63),NA,Stephanie Gagnon (76),NA
139,5,"Friday, January 31, 2025",Boston Fleet,New York Sirens,3,2,5912,2:52,10320,Tsongas Center | Lowell,NA,1,Jenn Berezowski (4),NA,Andrew Bell (6),NA,Joanie Duchesneau (74),NA,Jeremy Faucher (85),NA
140,5,"Saturday, February  1, 2025",Toronto Sceptres,Ottawa Charge,4,2,8351,2:32,9120,Coca-Cola Coliseum | Toronto,NA,0,Beatrice Fortin (26),NA,David Elford (11),NA,Sophie Thomson (75),NA,Dustin McCrank (84),NA
141,5,"Sunday, February  2, 2025",New York Sirens,Montréal Victoire,1,2,4346,2:27,8820,Prudential Center | Newark,NA,0,Lacey Senuk (39),NA,Katie Glover (45),NA,Patrick Dapuzzo (77),NA,Spencer Knox (81),NA
142,5,"Tuesday, February 11, 2025",Toronto Sceptres,Minnesota Frost,3,2,8183,2:26,8760,Coca-Cola Coliseum | Toronto,NA,0,Marie-Eve Couture (20),NA,Bobby Jo Love (5),NA,Justine Todd (50),NA,TJ Dockery (70),NA
143,5,"Wednesday, February 12, 2025",New York Sirens,Boston Fleet,0,4,1729,2:25,8700,Prudential Center | Newark,NA,0,Tatu Kunto (17),NA,Elizabeth Mantha (15),NA,Patrick Dapuzzo (77),NA,Stephanie Gagnon (76),NA
144,5,"Thursday, February 13, 2025",Ottawa Charge,Minnesota Frost,8,3,5854,2:19,8340,TD Place | Ottawa,NA,0,Alexandra Clarke (7),NA,Michelle McKenna (10),NA,Melissa Brunn (73),NA,Jeremy Faucher (85),NA
145,5,"Friday, February 14, 2025",Toronto Sceptres,Boston Fleet,3,1,8124,2:19,8340,Coca-Cola Coliseum | Toronto,NA,0,Cianna Murray (13),NA,Grace Barlow (22),NA,Melissa Brunn (73),NA,Jessica Chartrand (63),NA
146,5,"Saturday, February 15, 2025",Montréal Victoire,New York Sirens,6,2,10172,2:28,8880,Place Bell | Laval,NA,0,Krysta Ansell (19),NA,Chris Rumble (24),NA,Joanie Duchesneau (74),NA,TJ Dockery (70),NA
147,5,"Sunday, February 16, 2025",Boston Fleet,Minnesota Frost,4,2,6032,2:25,8700,Tsongas Center | Lowell,NA,0,Grace Barlow (22),NA,Melissa Doyle (48),NA,Matthew Heinen (82),NA,Patrick Dapuzzo (77),NA
178,5,"Sunday, February 16, 2025",Ottawa Charge,Toronto Sceptres,2,3,17518,2:37,9420,Rogers Place | Edmonton,NA,0,Lacey Senuk (39),NA,Bobby Jo Love (5),NA,Justine Todd (50),NA,Sophie Thomson (75),NA
