game_id,season_id,game_date,home_team,visitor_team,home_score,visitor_score,attendance,game_length,game_length_seconds,venue,num_periods,shootout_rounds,referee1_name,referee1_number,referee2_name,referee2_number,linesperson1_name,linesperson1_number,linesperson2_name,linesperson2_number
148,5,"Monday, February 17, 2025",New York Sirens,Boston Fleet,1,4,3715,2:28,8880,Prudential Center | Newark,NA,0,Amy Martin (31),NA,Amanda Tassoni (21),NA,TJ Dockery (70),NA,Erika Greenen (88),NA
149,5,"Tuesday, February 18, 2025",Montréal Victoire,Minnesota Frost,0,4,6696,2:23,8580,Place Bell | Laval,NA,0,Samantha Hiller (12),NA,David Elford (11),NA,Dustin McCrank (84),NA,Laura Gutauskas (68),NA
150,5,"Wednesday, February 19, 2025",New York Sirens,Toronto Sceptres,1,4,1569,2:21,8460,Prudential Center | Newark,NA,0,Sydney Harris (28),NA,Kyle Bauman (18),NA,Greg Offerman (95),NA,Kirsten Welsh (64),NA
151,5,"Thursday, February 20, 2025",Ottawa Charge,Boston Fleet,2,3,5458,2:28,8880,TD Place | Ottawa,NA,0,Jack Hennigan (44),NA,Hillary Brennan (40),NA,Joanie Duchesneau (74),NA,Shawn Oliver (56),NA
152,5,"Saturday, February 22, 2025",Ottawa Charge,Montréal Victoire,3,1,8424,2:25,8700,TD Place | Ottawa,NA,0,Shauna Neary (49),NA,Beatrice Fortin (26),NA,Anthony Lapointe (78),NA,Spencer Knox (81),NA
153,5,"Sunday, February 23, 2025",Minnesota Frost,Toronto Sceptres,1,2,8770,2:22,8520,Xcel Energy Center,NA,0,Laura Schmidlein (23),NA,Andrew Bell (6),NA,Abigail Torres (65),NA,Adam Burnett (94),NA
179,5,"Sunday, February 23, 2025",New York Sirens,Boston Fleet,2,3,8512,2:35,9300,KeyBank Center | Buffalo,NA,2,Jared Cummins (14),NA,Samantha Hiller (12),NA,Sarah Buckner (66),NA,TJ Dockery (70),NA
154,5,"Tuesday, February 25, 2025",Montréal Victoire,Toronto Sceptres,3,1,6101,2:24,8640,Place Bell | Laval,NA,0,Brandy Beecroft (33),NA,Chad Ingalls (25),NA,Patrick Dapuzzo (77),NA,Jessica Chartrand (63),NA
155,5,"Wednesday, February 26, 2025",Ottawa Charge,New York Sirens,5,4,5005,2:46,9960,TD Place | Ottawa,NA,0,Jenn Berezowski (4),NA,Andrew Bell (6),NA,Stephanie Gagnon (76),NA,Jessica Chartrand (63),NA
180,5,"Saturday, March  1, 2025",Montréal Victoire,Boston Fleet,3,2,17324,2:31,9060,Bell Centre | Montréal,NA,0,Alexandra Clarke (7),NA,Tatu Kunto (17),NA,Anthony Lapointe (78),NA,Erin Zach (60),NA
156,5,"Tuesday, March  4, 2025",Montréal Victoire,Minnesota Frost,2,1,8923,2:31,9060,Place Bell | Laval,NA,1,Jake Kamrass (3),NA,Marie-Eve Couture (20),NA,Sophie Thomson (75),NA,Shawn Oliver (56),NA
157,5,"Wednesday, March  5, 2025",Boston Fleet,New York Sirens,5,2,3252,2:20,8400,Tsongas Center | Lowell,NA,0,Sydney Harris (28),NA,Jared Cummins (14),NA,Erika Greenen (88),NA,Anthony Lapointe (78),NA
158,5,"Thursday, March  6, 2025",Toronto Sceptres,Montréal Victoire,4,1,8618,2:29,8940,Coca-Cola Coliseum | Toronto,NA,0,David Elford (11),NA,Brandy Beecroft (33),NA,Justine Todd (50),NA,Spencer Knox (81),NA
181,5,"Friday, March  7, 2025",Minnesota Frost,Ottawa Charge,5,0,10782,2:20,8400,Lenovo Center | Raleigh,NA,0,Laura Schmidlein (23),NA,Jake Kamrass (3),NA,Laura Gutauskas (68),NA,Dustin McCrank (84),NA
182,5,"Saturday, March  8, 2025",Boston Fleet,Montréal Victoire,2,3,5968,2:18,8280,Agganis Arena | Boston,NA,0,Kyle Bauman (18),NA,Lacey Senuk (39),NA,Erin Zach (60),NA,Stephanie Gagnon (76),NA
159,5,"Sunday, March  9, 2025",Toronto Sceptres,Minnesota Frost,1,2,8510,2:22,8520,Coca-Cola Coliseum | Toronto,NA,0,Grace Barlow (22),NA,Jarrett T. Burton (8),NA,Adam Burnett (94),NA,Sophie Thomson (75),NA
160,5,"Tuesday, March 11, 2025",Ottawa Charge,Minnesota Frost,3,2,5851,2:27,8820,TD Place | Ottawa,NA,0,Tatu Kunto (17),NA,Grace Barlow (22),NA,Joanie Duchesneau (74),NA,Antoine Bujold-Roux (72),NA
161,5,"Wednesday, March 12, 2025",New York Sirens,Montréal Victoire,3,2,1944,2:48,10080,Prudential Center | Newark,NA,0,Samantha Hiller (12),NA,Tatu Kunto (17),NA,Ali Beres (67),NA,Matthew Heinen (82),NA
162,5,"Saturday, March 15, 2025",Ottawa Charge,Boston Fleet,2,5,8096,2:26,8760,TD Place | Ottawa,NA,0,Jack Hennigan (44),NA,Elizabeth Mantha (15),NA,Jessica Chartrand (63),NA,Justine Todd (50),NA
183,5,"Sunday, March 16, 2025",New York Sirens,Minnesota Frost,4,1,14288,2:24,8640,Little Caesars Arena | Detroit,NA,0,Chad Ingalls (25),NA,Amy Martin (31),NA,Luke Pye (80),NA,Ali Beres (67),NA
163,5,"Tuesday, March 18, 2025",Boston Fleet,Montréal Victoire,3,2,3375,2:44,9840,Tsongas Center | Lowell,NA,1,Amanda Tassoni (21),NA,Shauna Neary (49),NA,Erin Zach (60),NA,Shawn Oliver (56),NA
164,5,"Wednesday, March 19, 2025",Toronto Sceptres,New York Sirens,2,1,8351,2:39,9540,Coca-Cola Coliseum | Toronto,NA,0,Damian Figueira (32),NA,Alexandra Clarke (7),NA,Patrick Dapuzzo (77),NA,Jeremy Faucher (85),NA
165,5,"Saturday, March 22, 2025",New York Sirens,Ottawa Charge,2,5,4767,2:25,8700,Prudential Center | Newark,NA,0,Katie Glover (45),NA,David Elford (11),NA,Erika Greenen (88),NA,Joanie Duchesneau (74),NA
166,5,"Sunday, March 23, 2025",Montréal Victoire,Toronto Sceptres,1,2,10172,2:21,8460,Place Bell | Laval,NA,0,Bobby Jo Love (5),NA,Cianna Murray (13),NA,Dustin McCrank (84),NA,Stephanie Gagnon (76),NA
167,5,"Tuesday, March 25, 2025",Ottawa Charge,New York Sirens,3,6,5707,2:42,9720,TD Place | Ottawa,NA,0,Lacey Senuk (39),NA,Andrew Bell (6),NA,Jeremy Faucher (85),NA,Laura Gutauskas (68),NA
184,5,"Wednesday, March 26, 2025",Boston Fleet,Toronto Sceptres,2,4,6028,2:23,8580,Agganis Arena | Boston,NA,0,Jared Cummins (14),NA,Jenn Berezowski (4),NA,TJ Dockery (70),NA,Kirsten Welsh (64),NA
168,5,"Wednesday, March 26, 2025",Minnesota Frost,Montréal Victoire,1,4,6330,2:22,8520,Xcel Energy Center,NA,0,Amy Martin (31),NA,Sydney Harris (28),NA,Antoine Bujold-Roux (72),NA,Shawn Oliver (56),NA
185,5,"Saturday, March 29, 2025",Boston Fleet,Ottawa Charge,1,2,8578,2:28,8880,Enterprise Center | St. Louis,NA,0,Jack Hennigan (44),NA,Shauna Neary (49),NA,Sarah Buckner (66),NA,Greg Offerman (95),NA
169,5,"Sunday, March 30, 2025",Minnesota Frost,Toronto Sceptres,5,2,9536,2:14,8040,Xcel Energy Center,NA,0,Marie-Eve Couture (20),NA,Jake Kamrass (3),NA,Ali Beres (67),NA,Erin Zach (60),NA
170,5,"Tuesday, April  1, 2025",Montréal Victoire,New York Sirens,0,1,8798,2:31,9060,Place Bell | Laval,NA,0,Laura Schmidlein (23),NA,Jarrett T. Burton (8),NA,Sophie Thomson (75),NA,Matthew Heinen (82),NA
171,5,"Wednesday, April  2, 2025",Boston Fleet,Ottawa Charge,0,4,3807,2:18,8280,Tsongas Center | Lowell,NA,0,Kyle Bauman (18),NA,Brandy Beecroft (33),NA,Laura Gutauskas (68),NA,Jeremy Faucher (85),NA
188,5,"Saturday, April 26, 2025",Ottawa Charge,Montréal Victoire,3,2,8576,2:32,9120,TD Place | Ottawa,NA,0,Jack Hennigan (44),NA,Lacey Senuk (39),NA,Antoine Bujold-Roux (72),NA,Laura Gutauskas (68),NA
187,5,"Saturday, April 26, 2025",Boston Fleet,Toronto Sceptres,3,0,5619,2:16,8160,Tsongas Center | Lowell,NA,0,Tatu Kunto (17),NA,Sydney Harris (28),NA,Jessica Chartrand (63),NA,Patrick Dapuzzo (77),NA
186,5,"Sunday, April 27, 2025",Minnesota Frost,New York Sirens,0,2,6472,2:22,8520,Xcel Energy Center,NA,0,Elizabeth Mantha (15),NA,Marie-Eve Couture (20),NA,Greg Offerman (95),NA,Sarah Buckner (66),NA
190,5,"Monday, April 28, 2025",Montréal Victoire,Boston Fleet,3,2,8812,2:45,9900,Place Bell | Laval,NA,0,Amy Martin (31),NA,David Elford (11),NA,Anthony Lapointe (78),NA,Jeremy Faucher (85),NA
189,5,"Tuesday, April 29, 2025",Toronto Sceptres,New York Sirens,2,1,8532,2:27,8820,Coca-Cola Coliseum | Toronto,NA,1,Alexandra Clarke (7),NA,Jared Cummins (14),NA,Erin Zach (60),NA,Dustin McCrank (84),NA
191,5,"Wednesday, April 30, 2025",Ottawa Charge,Minnesota Frost,0,3,5494,2:24,8640,TD Place | Ottawa,NA,0,Jared Cummins (14),NA,Shauna Neary (49),NA,Jessica Chartrand (63),NA,Antoine Bujold-Roux (72),NA
194,5,"Saturday, May  3, 2025",Toronto Sceptres,Ottawa Charge,1,2,8593,2:20,8400,Coca-Cola Coliseum | Toronto,NA,0,Samantha Hiller (12),NA,Tatu Kunto (17),NA,Spencer Knox (81),NA,Sophie Thomson (75),NA
193,5,"Saturday, May  3, 2025",Boston Fleet,Minnesota Frost,1,8,5013,2:26,8760,Tsongas Center | Lowell,NA,0,David Elford (11),NA,Laura Schmidlein (23),NA,Greg Offerman (95),NA,Ali Beres (67),NA
192,5,"Saturday, May  3, 2025",New York Sirens,Montréal Victoire,2,3,2737,2:23,8580,Prudential Center | Newark,NA,0,Katie Glover (45),NA,Sydney Harris (28),NA,Dustin McCrank (84),NA,Sarah Buckner (66),NA
195,6,"Wednesday, May  7, 2025",Toronto Sceptres,Minnesota Frost,3,2,6868,2:26,8760,Coca-Cola Coliseum | Toronto,NA,0,Amy Martin (31),NA,David Elford (11),NA,TJ Dockery (70),NA,Laura Gutauskas (68),NA
197,6,"Thursday, May  8, 2025",Montréal Victoire,Ottawa Charge,2,3,6570,2:29,8940,Place Bell | Laval,NA,0,Jake Kamrass (3),NA,Alexandra Clarke (7),NA,Patrick Dapuzzo (77),NA,Antoine Bujold-Roux (72),NA
196,6,"Friday, May  9, 2025",Toronto Sceptres,Minnesota Frost,3,5,7659,2:26,8760,Coca-Cola Coliseum | Toronto,NA,0,Sydney Harris (28),NA,Jared Cummins (14),NA,Dustin McCrank (84),NA,Sarah Buckner (66),NA
199,6,"Sunday, May 11, 2025",Montréal Victoire,Ottawa Charge,3,2,7114,5:34,20040,Place Bell | Laval,NA,0,Elizabeth Mantha (15),NA,Chad Ingalls (25),NA,Sophie Thomson (75),NA,Erin Zach (60),NA
203,6,"Sunday, May 11, 2025",Minnesota Frost,Toronto Sceptres,7,5,3917,2:31,9060,Xcel Energy Center,NA,0,Marie-Eve Couture (20),NA,Jack Hennigan (44),NA,Justine Todd (50),NA,Greg Offerman (95),NA
200,6,"Tuesday, May 13, 2025",Ottawa Charge,Montréal Victoire,1,0,7282,2:26,8760,TD Place | Ottawa,NA,0,Tatu Kunto (17),NA,Andrew Bell (6),NA,Antoine Bujold-Roux (72),NA,Ali Beres (67),NA
204,6,"Wednesday, May 14, 2025",Minnesota Frost,Toronto Sceptres,4,3,3107,2:48,10080,Xcel Energy Center,NA,0,Jake Kamrass (3),NA,Alexandra Clarke (7),NA,Patrick Dapuzzo (77),NA,Kirsten Welsh (64),NA
201,6,"Friday, May 16, 2025",Ottawa Charge,Montréal Victoire,2,1,8011,2:32,9120,TD Place | Ottawa,NA,0,Sydney Harris (28),NA,Jack Hennigan (44),NA,Greg Offerman (95),NA,TJ Dockery (70),NA
206,6,"Tuesday, May 20, 2025",Ottawa Charge,Minnesota Frost,2,1,6184,2:53,10380,TD Place | Ottawa,NA,0,Alexandra Clarke (7),NA,David Elford (11),NA,Sophie Thomson (75),NA,Patrick Dapuzzo (77),NA
207,6,"Thursday, May 22, 2025",Ottawa Charge,Minnesota Frost,1,2,8206,3:04,11040,TD Place | Ottawa,NA,0,Sydney Harris (28),NA,Jack Hennigan (44),NA,Laura Gutauskas (68),NA,Antoine Bujold-Roux (72),NA
208,6,"Saturday, May 24, 2025",Minnesota Frost,Ottawa Charge,2,1,8098,4:26,15960,Xcel Energy Center,NA,0,Tatu Kunto (17),NA,Marie-Eve Couture (20),NA,Dustin McCrank (84),NA,Greg Offerman (95),NA
209,6,"Monday, May 26, 2025",Minnesota Frost,Ottawa Charge,2,1,11024,2:59,10740,NA,NA,0,David Elford (11),NA,Sydney Harris (28),NA,Laura Gutauskas (68),NA,Patrick Dapuzzo (77),NA
330,7,"Thursday, November 13, 2025",New York Sirens,Minnesota Frost,2,5,NA,2:26,8760,Codey Arena,NA,0,Jared Cummins (14),NA,Jack Hennigan (44),NA,,NA,TJ Dockery (70),NA
331,7,"Friday, November 14, 2025",New York Sirens,Minnesota Frost,6,2,NA,2:20,8400,Codey Arena,NA,0,Jared Cummins (14),NA,Jack Hennigan (44),NA,Stephanie Gagnon (76),NA,TJ Dockery (70),NA
332,7,"Saturday, November 15, 2025",Montréal Victoire,Boston Fleet,3,2,NA,2:24,8640,Verdun Auditorium | Montreal,NA,0,Marie-Eve Couture (20),NA,Beatrice Fortin (26),NA,Stephanie Gagnon (76),NA,Laura Gutauskas (68),NA
333,7,"Saturday, November 15, 2025",Vancouver Goldeneyes,Seattle Torrent,3,0,101,2:20,8400,Pacific Coliseum | Vancouver,NA,0,Grace Barlow (22),NA,Michelle McKenna (10),NA,Chase Eising (87),NA,Matthew Williams (61),NA
334,7,"Sunday, November 16, 2025",Ottawa Charge,Toronto Sceptres,2,3,NA,2:21,8460,TD Place | Ottawa,NA,0,David Elford (11),NA,Lacey Senuk (39),NA,Antoine Bujold-Roux (72),NA,Alexia Cheyroux (98),NA
335,7,"Sunday, November 16, 2025",Vancouver Goldeneyes,Seattle Torrent,2,4,86,2:28,8880,Pacific Coliseum | Vancouver,NA,0,Grace Barlow (22),NA,Michelle McKenna (10),NA,Katie Glover (89),NA,Colleen Butler (59),NA
336,7,"Monday, November 17, 2025",Ottawa Charge,Toronto Sceptres,0,3,NA,2:12,7920,TD Place | Ottawa,NA,0,Jenn Berezowski (4),NA,Hillary Brennan (40),NA,Jessica Chartrand (63),NA,Ali Beres (67),NA
337,7,"Monday, November 17, 2025",Montréal Victoire,Boston Fleet,3,2,NA,2:26,8760,Verdun Auditorium | Montreal,NA,0,Marie-Eve Couture (20),NA,David Elford (11),NA,Anthony Lapointe (78),NA,Marlowe Schott (86),NA
210,8,"Friday, November 21, 2025",Minnesota Frost,Toronto Sceptres,1,2,9138,2:17,8220,Grand Casino Arena | St. Paul,NA,0,Jared Cummins (14),NA,Alexandra Clarke (7),NA,Sarah Buckner (66),NA,Greg Offerman (95),NA
211,8,"Friday, November 21, 2025",Vancouver Goldeneyes,Seattle Torrent,4,3,14958,2:37,9420,Pacific Coliseum | Vancouver,NA,0,Cianna Murray (13),NA,Kyle Bauman (18),NA,Sophie Thomson (75),NA,Melissa Brunn (73),NA
212,8,"Saturday, November 22, 2025",Ottawa Charge,New York Sirens,0,4,7371,2:28,8880,TD Place | Ottawa,NA,0,Elizabeth Mantha (15),NA,Marie-Eve Couture (20),NA,Spencer Knox (81),NA,Erin Zach (60),NA
213,8,"Sunday, November 23, 2025",Boston Fleet,Montréal Victoire,2,0,5166,2:21,8460,Tsongas Center | Lowell,NA,0,Jake Kamrass (3),NA,Kelly Cooke (29),NA,Anthony Lapointe (78),NA,Antoine Bujold-Roux (72),NA
214,8,"Tuesday, November 25, 2025",Montréal Victoire,New York Sirens,4,0,8392,2:34,9240,Place Bell | Laval,NA,0,Samantha Hiller (12),NA,Sydney Harris (28),NA,Joanie Duchesneau (74),NA,Antoine Bujold-Roux (72),NA
215,8,"Wednesday, November 26, 2025",Ottawa Charge,Vancouver Goldeneyes,5,1,5507,2:25,8700,TD Place | Ottawa,NA,0,Jack Hennigan (44),NA,Jenn Berezowski (4),NA,Ali Beres (67),NA,Stephanie Gagnon (76),NA
216,8,"Friday, November 28, 2025",Seattle Torrent,Minnesota Frost,0,3,16014,2:34,9240,Climate Pledge Arena | Seattle,NA,0,Bobby Jo Love (5),NA,Michelle McKenna (10),NA,Laura Gutauskas (68),NA,Sarah Buckner (66),NA
217,8,"Saturday, November 29, 2025",New York Sirens,Vancouver Goldeneyes,5,1,3517,2:16,8160,Prudential Center | Newark,NA,0,Shauna Neary (49),NA,Alexandra Clarke (7),NA,Erika Greenen (88),NA,Erin Zach (60),NA
218,8,"Saturday, November 29, 2025",Toronto Sceptres,Boston Fleet,1,3,8277,2:20,8400,Coca-Cola Coliseum | Toronto,NA,0,Beatrice Fortin (26),NA,Brandy Beecroft (33),NA,Dustin McCrank (84),NA,TJ Dockery (70),NA
219,8,"Tuesday, December  2, 2025",Ottawa Charge,Minnesota Frost,0,0,NA,,NA,TD Place | Ottawa,NA,0,,NA,,NA,,NA,,NA
220,8,"Wednesday, December  3, 2025",Boston Fleet,Vancouver Goldeneyes,0,0,NA,,NA,Agganis Arena | Boston,NA,0,,NA,,NA,,NA,,NA
221,8,"Wednesday, December  3, 2025",Seattle Torrent,New York Sirens,0,0,NA,,NA,Climate Pledge Arena | Seattle,NA,0,,NA,,NA,,NA,,NA
222,8,"Thursday, December  4, 2025",Toronto Sceptres,Ottawa Charge,0,0,NA,,NA,Coca-Cola Coliseum | Toronto,NA,0,,NA,,NA,,NA,,NA
