HOUSEID,FSA,PT,YearBuilt,FloorArea,BldgType,Storeys,FoundationType,Pre_Date,Post_Date,Pre_TotalEnergy,Post_TotalEnergy,Pre_HeatEnergy,Post_HeatEnergy,Pre_Electricity,Post_Electricity,Pre_NaturalGas,Post_NaturalGas,Pre_Oil,Post_Oil,Pre_Propane,Post_Propane,Pre_Wood,Post_Wood,Pre_AirLeakage,Post_AirLeakage,Pre_RoofInsulation,Post_RoofInsulation,Pre_WallInsulation,Post_WallInsulation,Pre_FoundationInsulation,Post_FoundationInsulation,Pre_FloorInsulation,Post_FloorInsulation,Pre_WindowCode,Post_WindowCode,Pre_HeatFuel,Post_HeatFuel,Pre_HeatType,Post_HeatType,Pre_HeatAFUE,Post_HeatAFUE,Pre_HeatSeasonalCOP,Post_HeatSeasonalCOP,Pre_HPType,Post_HPType,Pre_HPCOP,Post_HPCOP,Wall_Insulation_Upgrade,Roof_Insulation_Upgrade,Foundation_Insulation_Upgrade,Floor_Insulation_Upgrade,Windows_Change,Air_Tightness_Upgrade,Heating_Change,Cooling_Change,HeatPump_Addition,Shallow_Retrofit,Medium_Retrofit,Deep_Retrofit,EnergySavingPct,HeatEnergySavingPct,FuelSwitch
5015176.0,C1A,PE,1960,182.8,Double/Semi-detached,Two storeys,B1,2022-04-01,2022-10-01,34559.94,31157.64,22172.04,18702.79,7510.4,7577.3,0.0,0.0,25782.54,22475.7,0.0,0.0,0.0,0.0,4.1024,3.9013,6.23,6.23,2.13,2.13,0.07,0.07,2.51,2.51,213204.0,213204.0,Oil,Oil,Heater w/ flame ret. head,Heater w/ flame ret. head,85.7,85.7,76.9,84.6,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,0.1,0.16,False
5015552.0,C0A,PE,1996,194.1,Single Detached,One storey,B1,2022-08-01,2022-10-01,19868.88,18666.57,6349.13,5544.49,18311.0,17561.6,0.0,0.0,1485.12,1052.64,0.0,0.0,0.0,0.0,3.3844,4.9744,4.91,4.91,3.0,3.0,0.45,2.25,0.0,0.0,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.18,3.18,False,False,True,False,False,False,False,False,False,True,False,False,0.06,0.13,False
5015693.0,C0A,PE,2010,268.9,Single Detached,Two storeys,,2022-06-01,2022-09-01,43941.71,29814.63,25414.76,10016.05,7698.2,18553.2,0.0,0.0,33290.76,10523.34,0.0,0.0,833.34,0.0,2.3131,2.6839,8.58,8.58,3.03,3.03,0.0,0.0,5.79,5.79,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,80.1,0.0,N/A {no Heat Pump},Air,0.0,2.93,False,False,False,False,False,False,False,True,True,False,True,False,0.32,0.61,False
5016090.0,C1B,PE,2003,287.6,Single Detached,Two storeys,B1;B2;B3,2022-08-01,2022-11-01,34766.42,26152.57,20565.66,7788.95,12982.7,16151.4,0.0,0.0,19602.36,9462.54,0.0,0.0,1250.01,0.0,2.2613,2.1736,5.25,5.25,3.11,3.11,1.65,1.65,0.0,0.0,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,78.5,0.0,N/A {no Heat Pump},Air,0.0,3.35,False,False,False,False,False,False,False,True,True,False,True,False,0.25,0.62,False
5016126.0,C0A,PE,2021,280.6,Single Detached,One storey,B1,2022-08-01,2022-12-01,30425.52,22933.02,18492.87,9671.55,30425.3,22932.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3366,1.2851,8.83,8.83,3.05,3.05,0.62,0.68,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,100.0,0.0,N/A {no Heat Pump},Air,0.0,2.86,False,False,False,False,False,False,False,True,True,False,True,False,0.25,0.48,False
5016139.0,C0A,PE,2004,194.6,Single Detached,One storey,B1;P1,2022-06-01,2022-10-01,39059.76,27217.75,18830.54,6986.22,7591.1,15177.9,0.0,0.0,27014.7,9641.04,3117.64,1919.8,0.0,0.0,3.9639,3.7907,5.51,5.51,2.99,2.99,2.62,2.62,5.78,5.78,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,72.8,0.0,N/A {no Heat Pump},Air,0.0,3.55,False,False,False,False,False,False,False,True,True,False,True,False,0.3,0.63,False
5016151.0,C0A,PE,1998,178.2,Single Detached,One storey,B1;B2,2022-06-01,2022-11-01,55280.89,24776.17,41286.47,8481.96,12321.5,21124.6,0.0,0.0,1594.26,318.24,0.0,0.0,44167.02,3750.03,1.7895,1.6974,4.93,4.93,2.1,2.1,0.78,0.78,0.0,0.0,,,Mixed Wood,Mixed Wood,Conventional boiler,Conventional boiler,0.0,0.0,46.0,0.0,N/A {no Heat Pump},Air,0.0,3.35,False,False,False,False,False,False,False,True,True,False,False,True,0.55,0.79,False
5016217.0,C0B,PE,2013,228.2,Single Detached,One storey,B1,2022-06-01,2022-11-01,16643.74,16160.27,3516.83,3014.75,16643.6,16160.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0906,1.0763,8.47,8.47,3.98,3.98,3.39,3.39,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,2.998,2.998,False,False,False,False,False,False,False,False,False,True,False,False,0.03,0.14,False
5016218.0,C1A,PE,1970,178.1,Single Detached,One storey,B1,2022-07-01,2022-11-01,29013.57,20052.27,16929.55,5403.18,12083.9,17984.2,0.0,0.0,16136.4,1970.64,0.0,0.0,0.0,0.0,5.6026,6.074,3.49,3.49,2.74,2.74,1.84,1.84,0.0,0.0,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,71.2,0.0,N/A {no Heat Pump},Air,0.0,3.61,False,False,False,False,False,False,False,True,True,False,True,False,0.31,0.68,False
5016219.0,C0A,PE,1970,232.8,Single Detached,One storey,B1;B2;C1;F1,2022-07-01,2022-11-01,49582.59,36577.01,32391.34,9460.49,7679.5,17182.0,0.0,0.0,39940.14,18486.48,0.0,0.0,0.0,0.0,7.935,8.009,3.08,3.08,2.3,2.3,0.53,0.53,3.6,3.6,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,80.1,0.0,N/A {no Heat Pump},Air,0.0,2.72,False,False,False,False,False,False,False,True,True,False,True,False,0.26,0.71,False
5017235.0,C0A,PE,1970,276.0,Single Detached,One storey,B1;B2;B3,2021-10-01,2022-07-01,19342.63,18732.59,5420.24,4915.46,18146.4,17668.7,0.0,0.0,0.0,0.0,1192.87,1060.96,0.0,0.0,3.3171,3.36,5.32,5.32,2.5,2.5,2.07,2.07,5.26,5.26,223214.0,223214.0,Propane,Propane,Induced draft fan furnace,Induced draft fan furnace,0.0,0.0,0.0,0.0,Air,Air,4.352,4.352,False,False,False,False,False,False,False,False,False,True,False,False,0.03,0.09,False
5017428.0,C1A,PE,1985,282.5,Detached Duplex,One storey,B1,2022-08-01,2022-10-01,33580.27,32941.4,17355.0,16868.52,31828.2,31349.6,0.0,0.0,1669.74,1516.74,0.0,0.0,0.0,0.0,4.0565,4.1889,8.04,8.04,2.25,2.25,0.2,0.2,0.0,0.0,200014.0,200014.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,83.0,83.0,0.0,0.0,Air,Air,2.53,2.53,False,False,False,False,False,False,False,False,False,True,False,False,0.02,0.03,False
5017430.0,C0B,PE,1990,191.2,Single Detached,One storey,,2022-08-01,2022-11-01,19598.32,19316.46,6786.5,6377.27,19598.2,19316.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6479,3.01,3.82,3.82,3.04,3.04,0.0,0.0,0.0,0.0,200014.0,200014.0,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,3.31,3.31,False,False,False,False,False,False,False,False,False,True,False,False,0.01,0.06,False
5018238.0,C0A,PE,2013,136.7,Single Detached,One storey,B1,2022-08-01,2022-10-01,21663.12,21305.7,9420.71,9066.68,17133.6,16776.2,0.0,0.0,0.0,0.0,4516.89,4516.89,0.0,0.0,2.7436,2.7156,5.64,5.64,2.97,2.97,0.45,0.45,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,3.863,3.863,False,False,False,False,False,False,False,False,False,True,False,False,0.02,0.04,False
5018887.0,C1A,PE,1900,114.0,Single Detached,Two storeys,B1,2022-08-01,2022-11-01,46004.53,23611.52,28922.51,6014.96,7570.3,13872.0,0.0,0.0,36634.32,9283.02,0.0,0.0,0.0,0.0,11.0051,9.3227,2.27,2.27,2.68,2.68,0.1,2.39,0.0,0.0,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,83.0,83.0,79.1,0.0,N/A {no Heat Pump},Air,0.0,3.71,False,False,True,False,False,True,False,True,True,False,True,False,0.49,0.79,False
5019507.0,C1A,PE,1972,183.7,Single Detached,One storey,B1,2022-08-01,2022-11-01,34397.69,25185.67,17502.31,7392.95,7383.7,14999.0,0.0,0.0,25748.88,9709.38,0.0,0.0,0.0,0.0,3.823,3.6157,3.49,3.49,2.09,2.09,1.94,1.94,0.0,0.0,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,66.9,0.0,N/A {no Heat Pump},Air,0.0,2.68,False,False,False,False,False,False,False,True,True,False,True,False,0.27,0.58,False
5022269.0,C0A,PE,1970,372.6,Single Detached,Split level,B1;B2;P1,2022-07-01,2022-12-01,42362.89,27567.86,25150.95,9692.41,7700.3,17943.3,0.0,0.0,33038.82,9173.88,0.0,0.0,0.0,0.0,2.9663,2.8056,5.01,5.01,3.11,3.11,2.06,2.06,0.0,0.0,200014.0,200014.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,83.0,83.0,74.9,0.0,N/A {no Heat Pump},Air,0.0,3.18,False,False,False,False,False,False,False,True,True,False,True,False,0.35,0.61,False
5023512.0,C1E,PE,2003,223.8,Single Detached,One storey,B1;P1,2022-08-01,2022-10-01,19951.41,19342.93,7460.0,6811.94,19951.3,19342.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1542,2.9412,4.9,4.9,2.97,2.97,2.98,2.98,0.0,0.0,,,Electricity,Electricity,Electric boiler,Electric boiler,0.0,0.0,0.0,0.0,Air,Air,3.04,3.04,False,False,False,False,False,False,False,False,False,True,False,False,0.03,0.09,False
5023590.0,C0B,PE,1970,268.8,Single Detached,One storey,B1,2022-08-01,2022-09-01,48817.39,42858.07,36789.68,30924.44,12027.6,11933.5,0.0,0.0,35066.58,29475.96,0.0,0.0,0.0,0.0,4.5193,4.3102,2.19,9.07,1.82,1.82,0.0,0.0,0.0,0.0,214214.0,214214.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,83.0,83.0,82.6,82.5,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,0.12,0.16,False
5023611.0,C1B,PE,1975,172.7,Single Detached,One storey,B1,2022-07-01,2022-11-01,15546.87,21875.45,3194.33,9738.52,15546.8,21875.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0021,4.3596,6.32,6.32,3.14,3.14,2.1,2.1,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,4.051,3.67,False,False,False,False,False,False,False,False,False,False,False,False,-0.41,-2.05,False
5023668.0,C0A,PE,2011,492.1,Single Detached,Two storeys,B1;B2;P1,2022-05-01,2022-08-01,94450.14,56140.56,76158.66,23254.6,8779.7,31514.2,0.0,0.0,81658.14,23473.26,0.0,0.0,0.0,0.0,2.1715,2.3798,1.13,1.13,3.16,3.16,0.34,0.34,0.69,0.69,213214.0,213214.0,Oil,Oil,"Direct vent, non-condensing boiler","Direct vent, non-condensing boiler",87.0,87.0,84.5,0.0,N/A {no Heat Pump},Air,0.0,3.23,False,False,False,False,False,False,False,True,True,False,True,False,0.41,0.69,False
5025393.0,C1A,PE,1930,198.6,Single Detached,Two storeys,B1,2021-04-01,2022-09-01,41883.92,35104.34,27498.3,20838.14,7713.5,7594.1,0.0,0.0,30859.08,24511.62,1790.02,1790.02,0.0,0.0,5.6017,5.0054,3.69,3.69,2.1,2.1,0.51,2.13,0.0,0.0,200204.0,200204.0,Oil,Oil,Heater w/ flame ret. head,Heater w/ flame ret. head,82.0,82.0,80.7,80.0,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,False,True,False,False,False,False,True,False,0.16,0.24,False
5042414.0,C1N,PE,2001,159.4,Single Detached,One storey,,2022-08-01,2022-11-01,16190.07,16230.55,4446.59,4487.06,16189.9,16230.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9019,2.9718,2.65,2.65,4.01,4.01,0.0,0.0,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Water,Water,3.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,-0.0,-0.01,False
5025907.0,C0A,PE,1997,101.7,Single Detached,Two storeys,C1;F1,2022-07-01,2022-10-01,15946.21,15594.82,3855.53,3451.14,15946.1,15594.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3923,3.2502,6.25,6.25,2.28,2.28,0.0,0.0,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,2.84,2.84,False,False,False,False,False,False,False,False,False,True,False,False,0.02,0.1,False
5026091.0,C0B,PE,1990,196.2,Single Detached,Two storeys,,2022-08-01,2022-11-01,29227.15,27840.08,16946.0,15580.49,12281.1,12259.5,0.0,0.0,16152.72,14851.2,0.0,0.0,0.0,0.0,3.8665,3.6125,4.04,4.04,2.99,2.99,0.0,0.0,0.0,0.0,200014.0,200014.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,80.6,80.5,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,0.05,0.08,False
5030796.0,C1B,PE,1982,297.2,Single Detached,Two storeys,B1;B2;P1,2022-08-01,2022-11-01,58267.74,43976.24,35689.51,12959.6,7863.7,26388.7,0.0,0.0,41055.0,11292.42,7311.85,5724.66,0.0,0.0,4.5336,5.7755,3.53,3.53,2.97,2.97,0.83,0.83,0.0,0.0,,,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,84.8,0.0,N/A {no Heat Pump},Air,0.0,2.88,False,False,False,False,False,False,False,True,True,False,True,False,0.25,0.64,False
5032376.0,C0A,PE,2009,199.6,Single Detached,Split entry/Raised base.,,2022-09-01,2022-10-01,33066.46,19926.24,21171.86,7979.7,11894.5,19840.6,0.0,0.0,20180.7,81.6,0.0,0.0,0.0,0.0,3.8644,2.6656,7.0,7.0,2.81,2.81,0.0,0.0,4.0,4.0,200224.0,200224.0,Oil,Oil,"Direct vent, non-condensing boiler","Direct vent, non-condensing boiler",87.0,87.0,85.9,0.0,N/A {no Heat Pump},Air,0.0,3.25,False,False,False,False,False,True,False,True,True,False,True,False,0.4,0.62,False
5032827.0,C0A,PE,2011,308.1,Single Detached,One storey,B1;P1,2022-09-01,2022-11-01,17490.61,17497.67,4666.84,4517.48,12694.5,12548.5,0.0,0.0,0.0,0.0,4782.84,4936.03,0.0,0.0,2.1388,2.0681,7.11,7.11,3.01,3.01,3.36,3.36,0.0,0.0,,,Propane,Propane,Condensing heater,Condensing heater,95.2,95.2,0.0,0.0,Air,Air,4.878,4.878,False,False,False,False,False,False,False,False,False,False,False,False,-0.0,0.03,False
5033365.0,C1B,PE,1987,245.8,Single Detached,One storey,B1;B2;P1,2022-09-01,2022-11-01,30945.11,25706.54,15622.4,10891.17,8328.2,19609.5,0.0,0.0,0.0,0.0,22556.11,6080.68,0.0,0.0,4.0703,3.7237,4.05,4.05,2.97,2.97,2.42,2.42,0.0,0.0,,,Propane,Propane,Condensing heater,Condensing heater,95.0,95.0,99.0,0.0,N/A {no Heat Pump},Air,0.0,2.19,False,False,False,False,False,False,False,True,True,False,True,False,0.17,0.3,False
5036073.0,C1A,PE,1948,192.7,Single Detached,Two storeys,B1;C1;F1,2022-09-01,2022-11-01,32395.79,20979.86,20222.72,7034.31,12173.0,20084.0,0.0,0.0,19275.96,853.74,0.0,0.0,0.0,0.0,7.406,7.275,5.97,5.97,3.35,3.35,1.42,1.42,0.0,0.0,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,83.0,83.0,82.0,0.0,N/A {no Heat Pump},Air,0.0,3.54,False,False,False,False,False,False,False,True,True,False,True,False,0.35,0.65,False
5038273.0,C0B,PE,2007,497.7,Single Detached,One storey,B1,2022-01-01,2022-08-01,33021.79,31809.31,20758.78,19571.13,33021.6,31809.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6175,1.0706,9.02,9.02,3.09,3.09,2.89,2.89,0.0,0.0,233214.0,233214.0,Electricity,Electricity,Electric boiler,Electric boiler,100.0,100.0,97.9,97.8,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,0.04,0.06,False
5038808.0,C1N,PE,2004,181.1,Single Detached,One storey,,2022-08-01,2022-11-01,23774.58,22878.02,8964.18,7887.98,21488.0,20669.0,0.0,0.0,0.0,0.0,2280.08,2202.78,0.0,0.0,2.4414,2.4861,5.68,5.68,2.95,2.95,0.0,0.0,0.0,0.0,,,Electricity,Electricity,Electric boiler,Electric boiler,0.0,0.0,0.0,0.0,Air,Air,3.863,3.863,False,False,False,False,False,False,False,False,False,True,False,False,0.04,0.12,False
5043030.0,C0B,PE,2005,184.1,Single Detached,One storey,B1,2022-06-01,2022-08-01,20717.08,19544.38,3707.7,3544.31,16066.9,15967.1,0.0,0.0,4431.9,3409.86,0.0,0.0,0.0,0.0,1.8394,1.5559,3.46,7.42,3.05,3.05,0.24,0.36,0.0,0.0,214014.0,214014.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,83.0,83.0,0.0,0.0,Air,Air,4.39,4.39,False,True,True,False,False,True,False,False,False,True,False,False,0.06,0.04,False
5045848.0,C0A,PE,2013,314.5,Single Detached,Two storeys,B1;B2;P1,2022-02-01,2022-11-01,28312.17,27652.36,16775.58,16132.21,7731.9,7715.5,0.0,0.0,0.0,0.0,20524.96,19883.13,0.0,0.0,1.5079,1.4162,9.27,9.27,4.03,4.03,3.08,3.08,0.0,0.0,234024.0,234024.0,Propane,Propane,Condensing heater,Condensing heater,90.0,90.0,86.1,85.7,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,0.02,0.04,False
5046178.0,C0A,PE,2002,164.2,Single Detached,Two storeys,C1;F1,2022-09-01,2022-11-01,25870.9,21246.89,14184.14,7381.7,25870.7,21246.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0785,5.0045,4.3,4.3,3.32,3.32,1.24,1.24,3.32,3.32,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,99.4,0.0,N/A {no Heat Pump},Air,0.0,3.16,False,False,False,False,False,False,False,True,True,False,True,False,0.18,0.48,False
5053264.0,C1E,PE,1930,221.0,Single Detached,Two storeys,B1;B2,2021-07-01,2022-09-01,38348.67,29998.85,10019.27,11440.54,18204.9,19653.7,0.0,0.0,19200.48,9860.34,0.0,0.0,0.0,0.0,10.6345,7.8489,3.64,3.64,2.09,2.1,0.3,0.83,0.0,0.0,100012.0,100012.0,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,83.0,83.0,0.0,0.0,Air,Air,3.7,4.09,False,False,True,False,False,True,False,False,False,False,True,False,0.22,-0.14,False
5057203.0,C0A,PE,2021,244.7,Single Detached,One storey,B1,2022-10-01,2022-11-01,22464.21,17167.14,9974.77,4987.82,22464.1,17167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9314,0.9057,7.3,7.3,4.24,4.24,0.42,2.22,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,2.998,3.26,False,False,True,False,False,False,False,False,False,False,True,False,0.24,0.5,False
5058308.0,C0B,PE,2000,229.5,Single Detached,One storey,B1,2022-04-01,2022-11-01,30492.55,28830.87,2535.1,2521.3,15393.0,15391.3,0.0,0.0,14392.2,12810.18,0.0,0.0,0.0,0.0,1.7092,1.6271,3.64,3.64,3.39,3.39,1.76,1.76,0.0,0.0,213040.0,213040.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,83.0,83.0,0.0,0.0,Air,Air,4.126,4.126,False,False,False,False,False,False,False,False,False,True,False,False,0.05,0.01,False
1954845.0,C1B,PE,2016,367.4,Single Detached,Two storeys,B1;B2,2021-12-01,2022-12-01,22392.23,20112.47,9617.47,7528.84,22392.1,20112.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3646,1.2708,8.05,8.05,3.04,3.04,1.48,1.48,5.1,5.1,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,2.998,3.724,False,False,False,False,False,False,False,False,False,False,True,False,0.1,0.22,False
1954879.0,C1B,PE,1986,244.5,Single Detached,Two storeys,B1;B2;B3,2021-11-01,2023-06-01,48689.53,30548.58,33589.63,9228.16,7657.2,17052.1,0.0,0.0,39110.88,12864.24,0.0,0.0,0.0,0.0,4.1572,3.622,2.09,5.07,2.09,2.09,0.58,0.58,0.0,0.0,203214.0,203214.0,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,83.0,83.0,82.2,0.0,N/A {no Heat Pump},Air,0.0,3.3,False,True,False,False,False,True,False,True,True,False,True,False,0.37,0.73,False
5096223.0,C1A,PE,1978,439.0,Detached Duplex,Two storeys,B1;B2,2021-10-01,2023-03-01,40604.57,33820.49,14898.65,18678.87,24610.3,33820.3,0.0,0.0,15244.92,0.0,0.0,0.0,0.0,0.0,3.8142,3.836,4.71,5.34,2.2,2.2,0.43,0.43,0.0,0.0,200214.0,200214.0,Oil,Electricity,Boiler  with flame retention head,Baseboard/Hydronic/Plenum(duct) htrs.,83.0,0.0,0.0,0.0,Air,Air,3.24,3.24,False,True,False,False,False,False,True,False,False,False,True,False,0.17,-0.25,True
1954963.0,C0B,PE,2006,189.7,Single Detached,One storey,B1,2021-11-01,2022-10-01,28896.54,22903.38,16987.89,11033.53,28896.3,22903.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.075,2.3271,4.84,4.84,3.01,3.01,0.12,2.41,0.0,0.0,233214.0,233214.0,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,100.0,100.0,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,0.21,0.35,False
1954965.0,C1A,PE,1946,243.7,Single Detached,Two storeys,B1;B2,2021-11-01,2023-02-01,55193.47,55932.75,37777.14,38504.22,7904.6,7916.8,0.0,0.0,45073.8,45767.4,0.0,0.0,0.0,0.0,6.2989,6.3298,4.31,4.31,2.03,2.03,0.55,0.55,0.0,0.0,233222.0,233222.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,83.0,83.0,82.9,83.0,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,-0.01,-0.02,False
1954947.0,C0A,PE,2005,349.8,Single Detached,One storey,B1;P1,2021-10-01,2022-09-01,32550.34,18776.43,20606.83,6550.69,32550.1,18776.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6059,1.2972,4.95,4.95,3.03,3.03,0.92,2.86,0.0,0.0,200014.0,200014.0,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,97.6,0.0,N/A {no Heat Pump},Air,0.0,3.13,False,False,True,False,False,False,False,True,True,False,True,False,0.42,0.68,False
1954966.0,C1E,PE,1993,273.3,Single Detached,Two storeys,B1;B2,2021-11-01,2022-11-01,55987.03,27546.44,38558.84,9659.97,7916.5,17566.9,0.0,0.0,45819.42,9512.52,0.0,0.0,0.0,0.0,3.8815,3.7065,4.8,4.8,2.99,2.99,0.4,1.96,0.0,0.0,233224.0,233224.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,83.0,83.0,82.8,0.0,N/A {no Heat Pump},Air,0.0,3.55,False,False,True,False,False,False,False,True,True,False,False,True,0.51,0.75,False
1955005.0,C1A,PE,1968,376.3,Detached Duplex,One storey,B1,2021-11-01,2022-07-01,69188.14,65402.55,43919.63,40194.43,12801.7,12741.3,0.0,0.0,53745.84,50194.2,0.0,0.0,0.0,0.0,3.3668,3.2873,2.42,2.42,2.14,2.14,0.06,0.06,0.0,0.0,200012.0,200014.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,83.0,83.0,83.1,83.1,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,True,False,False,False,False,True,False,False,0.05,0.08,False
1955002.0,C1A,PE,1970,283.2,Single Detached,One storey,B1;B2;P1,2021-11-01,2023-02-01,44211.8,20212.66,32103.73,7582.7,12107.9,20025.7,0.0,0.0,30600.0,178.5,0.0,0.0,0.0,0.0,2.9686,3.6472,4.82,4.82,2.03,2.03,1.08,1.93,0.0,0.0,233204.0,233204.0,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,83.0,83.0,81.0,0.0,N/A {no Heat Pump},Air,0.0,4.21,False,False,True,False,False,False,False,True,True,False,False,True,0.54,0.76,False
1955110.0,C1E,PE,2000,161.7,Single Detached,Split entry/Raised base.,B1;P1,2021-10-01,2022-12-01,26895.44,18238.26,14855.48,5658.41,12039.9,18157.6,0.0,0.0,14159.64,76.5,0.0,0.0,0.0,0.0,2.8447,2.8305,5.53,5.53,3.05,3.05,1.81,1.81,3.85,3.85,200024.0,200024.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,71.4,0.0,N/A {no Heat Pump},Air,0.0,3.24,False,False,False,False,False,False,False,True,True,False,True,False,0.32,0.62,False
1955112.0,C0A,PE,1950,173.4,Single Detached,One storey,B1;B2,2021-11-01,2023-02-01,32130.12,19958.33,12969.99,7208.36,20791.8,14882.8,0.0,0.0,10806.9,4837.86,0.0,0.0,0.0,0.0,5.0096,4.6832,2.12,2.12,1.88,1.88,0.7,0.7,0.68,0.68,200014.0,200014.0,Oil,Oil,Boiler  with flame retention head,"Direct vent, non-condensing heater",0.0,85.0,0.0,0.0,Air,Air,2.09,3.84,False,False,False,False,False,False,True,False,False,False,True,False,0.38,0.44,False
