HOUSEID,FSA,PT,YearBuilt,FloorArea,BldgType,Storeys,FoundationType,Pre_Date,Post_Date,Pre_TotalEnergy,Post_TotalEnergy,Pre_HeatEnergy,Post_HeatEnergy,Pre_Electricity,Post_Electricity,Pre_NaturalGas,Post_NaturalGas,Pre_Oil,Post_Oil,Pre_Propane,Post_Propane,Pre_Wood,Post_Wood,Pre_AirLeakage,Post_AirLeakage,Pre_RoofInsulation,Post_RoofInsulation,Pre_WallInsulation,Post_WallInsulation,Pre_FoundationInsulation,Post_FoundationInsulation,Pre_FloorInsulation,Post_FloorInsulation,Pre_WindowCode,Post_WindowCode,Pre_HeatFuel,Post_HeatFuel,Pre_HeatType,Post_HeatType,Pre_HeatAFUE,Post_HeatAFUE,Pre_HeatSeasonalCOP,Post_HeatSeasonalCOP,Pre_HPType,Post_HPType,Pre_HPCOP,Post_HPCOP,Wall_Insulation_Upgrade,Roof_Insulation_Upgrade,Foundation_Insulation_Upgrade,Floor_Insulation_Upgrade,Windows_Change,Air_Tightness_Upgrade,Heating_Change,Cooling_Change,HeatPump_Addition,Shallow_Retrofit,Medium_Retrofit,Deep_Retrofit,EnergySavingPct,HeatEnergySavingPct,FuelSwitch
492517.0,C1A,PE,1938,197.7,Single detached,Two storeys,B1;C1;F1,2008-11-01,2010-02-01,57591.88,50458.96,36745.13,29722.15,9329.9,9220.0,0.0,0.0,46000.98,39307.74,0.0,0.0,0.0,0.0,7.0791,6.4553,3.71,3.71,2.17,2.17,0.45,2.12,0.0,0.0,200222,200222,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,80.3,80.1,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,0.12,0.19,False
495925.0,C0A,PE,1882,180.6,Single detached,One and a half,B1,2008-07-01,2010-01-01,54409.02,52724.89,33524.49,31864.56,9367.7,9343.5,0.0,0.0,42931.8,41349.78,0.0,0.0,0.0,0.0,6.1368,5.6534,3.27,3.67,1.75,1.75,0.07,0.36,0.0,0.0,200004,213224,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,80.7,80.8,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,True,False,True,False,False,False,False,True,False,False,0.03,0.05,False
495926.0,C1N,PE,1948,193.7,Single detached,One and a half,B1;B2,2008-08-01,2010-01-01,60365.26,45867.84,39446.65,25198.7,9401.8,9152.3,0.0,0.0,48576.48,34996.2,0.0,0.0,0.0,0.0,5.0251,5.0403,0.68,4.7,1.7,1.7,0.27,1.8,0.0,0.0,200002,213224,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,80.3,80.6,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,True,False,True,False,False,False,False,False,True,False,0.24,0.36,False
497514.0,C0B,PE,1950,217.3,Single detached,One and a half,B1,2008-10-01,2010-01-01,60659.4,57843.57,39739.01,36946.66,9403.6,9380.1,0.0,0.0,48854.94,46193.76,0.0,0.0,0.0,0.0,3.656,3.0072,2.57,2.57,1.68,1.68,0.26,0.26,0.0,0.0,200002,213224,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,79.9,80.5,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,0.05,0.07,False
506950.0,C0A,PE,1970,144.9,Single detached,One storey,B1;B2;P1,2008-11-01,2010-03-01,47524.49,33913.66,26870.46,13328.33,9137.2,9068.5,0.0,0.0,36589.44,23681.34,0.0,0.0,0.0,0.0,5.8625,4.7744,2.01,5.81,1.91,4.05,1.23,2.0,0.0,0.0,200004,223245,Oil,Oil,Boiler,Boiler,0.0,0.0,72.7,72.5,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,True,True,True,False,True,True,False,False,False,False,True,False,0.29,0.5,False
485096.0,C1B,PE,1979,250.0,Single detached,Two storeys,B1;B2;P1,2008-10-01,2010-03-01,71403.85,60161.54,43434.04,32621.51,9436.5,9266.7,0.0,0.0,52377.0,42070.92,2096.4,2092.85,5416.71,5000.04,6.2187,5.1964,4.36,4.36,2.52,2.52,2.08,2.17,4.23,4.23,223204,223204,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,69.7,67.0,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,False,True,False,False,False,False,True,False,0.16,0.25,False
489255.0,C0A,PE,1978,240.0,Single detached,One storey,B1,2008-10-01,2010-01-01,61649.52,43979.02,39517.84,22174.46,9413.2,9144.6,0.0,0.0,48643.8,32113.68,0.0,0.0,1250.01,1250.01,5.9186,5.421,3.89,10.32,2.26,2.26,0.04,2.21,0.0,0.0,200002,200002,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,81.4,77.9,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,True,False,False,False,False,False,False,False,True,False,0.29,0.44,False
489277.0,C1E,PE,1972,228.5,Single detached,One storey,B1;P1,2008-10-01,2010-04-01,49693.23,41153.58,31358.61,22902.77,9246.5,9169.6,0.0,0.0,38068.44,30018.6,0.0,0.0,416.67,416.67,7.4555,4.1434,3.61,6.96,1.93,2.59,1.57,1.57,0.0,0.0,200002,223245,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,79.5,79.1,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,True,True,False,False,True,True,False,False,False,False,True,False,0.17,0.27,False
510406.0,C1E,PE,1993,192.8,Single detached,One storey,B1;P1,2008-09-01,2010-03-01,41940.72,40352.8,20919.42,19331.38,9091.1,9091.8,0.0,0.0,30917.22,29403.54,0.0,0.0,416.67,416.67,5.7988,4.305,6.27,6.27,2.7,2.7,2.97,2.97,4.83,4.83,200004,200004,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,79.0,79.0,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,0.04,0.08,False
399370.0,C0A,PE,1938,290.3,Single detached,Two storeys,B1;C1;F1,2008-05-01,2010-01-01,76599.45,63888.12,55158.86,42650.79,9648.3,9454.6,0.0,0.0,63553.14,51630.36,0.0,0.0,416.67,416.67,4.9855,4.2302,3.56,5.03,1.59,1.59,0.05,1.95,0.74,0.74,200002,200002,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,80.3,80.3,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,True,False,False,True,False,False,False,False,True,False,0.17,0.23,False
502789.0,C0B,PE,1860,243.0,Single detached,One and a half,B1,2008-10-01,2010-04-01,97500.61,63840.79,78443.91,48732.86,15558.1,15107.8,0.0,0.0,74770.08,46450.8,0.0,0.0,3750.03,0.0,15.3055,12.1423,1.59,4.34,1.64,2.23,0.06,0.49,0.0,0.0,234004,234004,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,78.1,80.5,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,True,True,True,False,False,True,False,False,False,False,True,False,0.35,0.38,False
466991.0,C1E,PE,1978,222.2,Single detached,One storey,B1;B2,2008-08-01,2010-02-01,54180.29,47937.22,38683.89,32394.18,14875.3,14943.5,0.0,0.0,36871.98,30877.44,0.0,0.0,833.34,833.34,6.3795,4.3874,3.23,6.48,1.81,1.81,0.24,0.53,0.0,0.0,200004,200004,Oil,Oil,Boiler,Boiler,0.0,0.0,69.2,67.5,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,True,False,False,True,False,False,False,False,True,False,0.12,0.16,False
484689.0,C0A,PE,1900,213.6,Single detached,Two storeys,B1,2008-09-01,2010-03-01,77965.68,79707.69,58811.86,60546.04,9539.8,9565.6,0.0,0.0,64285.5,65936.88,0.0,0.0,1250.01,833.34,11.7226,11.0856,3.21,3.21,1.92,1.92,0.05,0.05,0.0,0.0,200002,443214,Oil,Oil,Boiler,Boiler,0.0,0.0,69.3,68.4,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,-0.02,-0.03,False
485515.0,C0A,PE,1990,247.5,Single detached,One storey,B1,2008-09-01,2009-12-01,44233.21,42054.11,22869.1,21363.84,9342.3,9173.4,0.0,0.0,32775.66,31340.52,0.0,0.0,416.67,0.0,2.4667,3.6077,3.87,3.87,3.33,3.33,2.77,2.77,3.84,3.84,200002,443214,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,78.6,80.2,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,True,False,False,False,False,True,False,False,0.05,0.07,False
489266.0,C1E,PE,1973,172.6,Single detached,One storey,B1;B2,2008-10-01,2010-01-01,55320.3,51215.74,33941.63,29887.82,9211.2,9157.5,0.0,0.0,43329.6,39464.82,0.0,0.0,833.34,833.34,7.8838,7.0663,5.04,5.04,1.9,1.9,0.37,0.37,0.0,0.0,202002,443214,Oil,Oil,Boiler,Boiler,0.0,0.0,69.5,68.2,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,True,True,False,False,False,True,False,False,0.07,0.12,False
489270.0,C1B,PE,1998,386.5,Single detached,Two storeys,B1,2008-10-01,2010-01-01,73631.14,62408.03,52216.72,41097.75,9665.3,9563.4,0.0,0.0,60748.14,50150.34,0.0,0.0,0.0,0.0,3.2538,3.3336,3.94,3.94,2.63,2.63,0.33,1.87,0.58,0.58,234004,234004,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,79.7,79.3,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,0.15,0.21,False
489273.0,C1A,PE,1956,247.3,Single detached,Two storeys,B1;B2;C1;F1,2008-10-01,2010-03-01,79596.28,66327.31,58176.69,44971.19,9529.1,9482.0,0.0,0.0,66429.54,53841.72,0.0,0.0,416.67,416.67,5.9115,5.8092,3.21,6.32,1.54,1.54,0.37,0.37,0.56,0.56,234004,234004,Oil,Oil,Boiler,Mid-efficiency boiler  (no dil. air),0.0,86.8,68.7,82.6,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,False,False,False,False,True,False,False,False,True,False,0.17,0.23,False
490470.0,C1A,PE,1990,288.0,Single detached,Two storeys,B1,2008-10-01,2010-01-01,60986.9,56545.79,42577.65,38211.53,9449.6,9389.2,0.0,0.0,48836.58,44661.72,0.0,0.0,416.67,416.67,2.9773,2.6228,4.74,6.16,2.7,2.87,0.22,0.33,0.0,0.0,200002,213214,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,80.4,80.3,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,True,False,True,True,False,False,False,True,False,False,0.07,0.1,False
401794.0,C0A,PE,1918,215.9,Single detached,Two storeys,B1,2008-05-01,2010-12-01,74216.29,44490.41,50508.49,25724.09,9388.0,9076.2,0.0,0.0,0.0,0.0,14281.16,9664.27,42917.01,21666.84,12.155,8.4736,2.4,4.62,2.1,2.65,0.72,3.09,0.0,0.0,233214,233214,Hardwood,Hardwood,Advanced airtight wood stove,Advanced airtight wood stove,0.0,0.0,66.2,66.7,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,True,True,True,False,False,True,False,False,False,False,True,False,0.4,0.49,False
506949.0,C0A,PE,1940,253.3,Single detached,Two storeys,B1,2008-11-01,2009-12-01,102690.52,55865.42,87843.15,41077.22,14847.3,14788.1,0.0,0.0,0.0,39153.72,0.0,0.0,94584.09,0.0,5.2865,3.8244,2.02,5.9,1.74,1.74,0.04,0.28,0.56,0.56,234004,234004,Mixed wood,Oil,Conventional furnace,"Direct vent, non-condensing furnace",0.0,85.0,47.5,80.8,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,True,False,False,True,True,False,False,False,True,False,0.46,0.53,True
419129.0,C0B,PE,1908,150.1,Single detached,Two storeys,B1,2008-06-01,2009-12-01,104641.5,52674.31,89988.47,38110.72,14044.8,14023.7,0.0,0.0,0.0,0.0,0.0,0.0,97500.78,41667.0,17.0235,9.5461,0.55,2.41,1.76,1.76,0.45,2.08,0.0,0.0,200002,213214,Mixed wood,Mixed wood,Conventional stove,Conventional stove,0.0,0.0,55.9,56.0,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,True,False,True,True,False,False,False,False,True,False,0.5,0.58,False
185265.0,C1E,PE,1970,184.1,Single detached,One storey,B1;B2,2008-11-01,2010-03-01,46005.92,42616.79,25254.48,21860.84,9234.6,9239.1,0.0,0.0,35049.24,31813.8,0.0,0.0,0.0,0.0,3.1613,3.2282,3.15,3.15,2.58,2.58,0.75,0.75,0.0,0.0,200004.0,200004,Oil,Oil,Boiler  with flue vent damper,Mid-efficiency boiler  (no dil. air),0.0,86.0,68.4,78.8,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,True,False,True,False,False,True,False,False,0.07,0.13,False
515967.0,C0B,PE,2003,237.2,Single detached,One storey,B1,2008-12-01,2010-03-01,48235.05,37165.24,30265.96,19373.49,9334.0,9228.4,0.0,0.0,37079.04,26628.12,0.0,0.0,0.0,0.0,1.7172,1.6659,3.12,3.12,2.67,2.67,0.43,4.15,0.0,0.0,200024.0,200024,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,80.1,80.1,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,True,False,False,False,False,False,True,False,0.23,0.36,False
506937.0,C1N,PE,1975,156.7,Single detached,One storey,B1,2008-11-01,2010-02-01,30443.16,22039.57,15700.9,7448.5,14742.1,14590.9,0.0,0.0,14965.44,7099.2,0.0,0.0,0.0,0.0,2.637,2.6809,4.8,4.8,1.91,3.88,0.95,3.0,0.0,0.0,200002.0,233204,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,76.7,76.4,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,True,False,True,False,True,False,False,False,False,False,True,False,0.28,0.53,False
506951.0,C0A,PE,1900,258.2,Single detached,Two storeys,B1,2008-11-01,2010-04-01,104683.17,59764.14,89091.1,44707.14,15591.9,15056.9,0.0,0.0,84918.06,42613.56,0.0,0.0,0.0,0.0,15.4637,9.6471,2.0,5.87,1.51,2.63,0.29,0.29,0.0,0.0,200202.0,200202,Oil,Oil,Furnace,Mid-efficiency furnace (no dil. air),0.0,85.1,72.5,80.8,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,True,True,False,False,True,True,True,False,False,False,True,False,0.43,0.5,False
506957.0,C0A,PE,1996,346.9,Single detached,One storey,B1;B2,2008-09-01,2008-11-01,45057.69,39130.15,29741.46,23896.02,9609.1,9526.9,0.0,0.0,0.0,0.0,35352.91,29523.29,0.0,0.0,2.1188,2.4205,5.41,5.41,2.58,2.58,0.99,2.79,0.0,0.0,234004.0,234004,Propane,Propane,Induced draft fan boiler,Induced draft fan boiler,0.0,0.0,82.3,82.3,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,True,False,False,False,False,False,True,False,0.13,0.2,False
506963.0,C1A,PE,1975,206.3,Single detached,One storey,B1,2008-09-01,2010-02-01,52886.98,46404.04,30781.11,24286.75,9179.7,9191.1,0.0,0.0,40316.52,34126.14,0.0,0.0,1666.68,1666.68,6.4738,5.4554,2.02,2.02,1.92,1.92,1.83,1.83,0.0,0.0,200004.0,200004,Oil,Oil,Boiler,"Direct vent, non-condensing boiler",0.0,85.0,72.0,75.8,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,False,0.12,0.21,False
506943.0,C0A,PE,1955,211.2,Single detached,Two storeys,B1,2008-11-01,2010-04-01,106688.6,60390.48,91492.45,45407.53,15196.0,14982.8,0.0,0.0,0.0,0.0,0.0,0.0,98334.12,48750.39,8.7602,5.0297,1.48,5.32,1.92,1.92,0.05,0.05,0.0,0.0,200202.0,223245,Mixed wood,Mixed wood,Conventional furnace,Adv. airtight wood stove + cat. conv.,0.0,75.0,47.4,71.3,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,False,False,True,True,True,False,False,False,True,False,0.43,0.5,False
506946.0,C0A,PE,1905,217.0,Single detached,Two storeys,B1,2008-11-01,2010-06-01,74005.76,56632.98,52988.04,35807.31,9500.9,9308.8,0.0,0.0,61483.56,45107.46,0.0,0.0,0.0,0.0,9.3387,7.5472,3.04,3.04,2.71,2.71,0.44,4.49,0.0,0.0,200202.0,200202,Oil,Oil,Boiler,Mid-efficiency boiler  (no dil. air),0.0,85.0,72.5,79.3,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,True,True,True,False,False,False,True,False,0.23,0.32,False
507034.0,C0B,PE,1940,352.9,Single detached,Three storeys,B1,2008-09-01,2009-10-01,130032.6,95738.57,113223.88,79237.22,15848.1,15605.1,0.0,0.0,107921.1,75525.9,0.0,0.0,833.34,833.34,7.2901,6.0862,2.04,2.04,1.7,1.83,0.05,0.05,0.0,0.0,200002.0,200002,Oil,Oil,Boiler  with flue vent damper,"Direct vent, non-condensing boiler",0.0,85.1,69.0,81.4,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,False,0.26,0.3,False
507040.0,C1A,PE,1950,216.3,Single detached,Two storeys,B1;B2,2008-09-01,2010-03-01,66952.29,50009.68,49978.9,33423.38,15135.2,14872.1,0.0,0.0,47638.08,31857.66,0.0,0.0,2083.35,1666.68,9.2835,5.6719,2.27,5.71,2.02,2.02,0.48,1.54,2.62,2.62,200002.0,200002,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,79.4,75.5,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,True,False,True,True,False,False,False,False,True,False,0.25,0.33,False
507044.0,C0A,PE,1974,204.4,Single detached,One storey,B1,2008-09-01,2010-01-01,58295.61,48348.25,36977.96,27076.27,9250.2,9219.0,0.0,0.0,46223.34,36785.28,0.0,0.0,416.67,416.67,6.6698,6.0503,3.29,7.38,2.34,2.34,0.24,0.53,0.0,0.0,200004.0,200004,Oil,Oil,Boiler  with flue vent damper,Mid-efficiency boiler  (no dil. air),0.0,85.1,69.2,76.8,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,True,False,True,False,True,False,False,False,True,False,0.17,0.27,False
507051.0,C0A,PE,1975,297.9,Single detached,One storey,B1;B2,2008-09-01,2010-04-01,71758.77,68629.8,50287.12,54601.85,9574.2,13644.4,0.0,0.0,58909.08,52044.48,0.0,0.0,416.67,416.67,4.2885,6.1978,2.91,2.91,1.94,1.94,0.35,0.35,0.0,0.0,200002.0,200002,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,80.2,80.0,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,True,False,False,False,False,True,False,False,0.04,-0.09,False
507806.0,C0A,PE,1880,270.6,Single detached,Two storeys,B1,2008-12-01,2010-03-01,125897.26,110326.58,110562.86,95151.65,15334.3,15174.8,0.0,0.0,0.0,0.0,0.0,0.0,93334.08,80417.31,12.5517,9.2296,2.31,2.73,2.27,2.27,0.25,1.96,0.0,0.0,200224.0,200224,Hardwood,Hardwood,Conventional boiler,Conventional boiler,0.0,0.0,47.2,47.3,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,True,False,True,True,False,False,False,False,True,False,0.12,0.14,False
516925.0,C0A,PE,1858,201.7,Single detached,Two storeys,B1,2008-11-01,2010-03-01,117539.55,68647.47,101849.4,53599.48,15690.0,15047.8,0.0,0.0,97079.52,51088.74,0.0,0.0,0.0,0.0,15.7273,7.509,1.53,1.95,1.73,3.5,0.05,0.62,0.56,0.56,200002.0,200002,Oil,Oil,Furnace,Furnace,0.0,0.0,68.8,68.7,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,True,True,True,False,True,True,False,False,False,False,True,False,0.42,0.47,False
507880.0,C1B,PE,1950,221.9,Double/Semi-detached,One storey,B1,2008-11-01,2010-06-01,95982.43,72396.0,74713.1,51292.02,9752.5,9587.1,0.0,0.0,82191.6,59866.86,0.0,0.0,0.0,0.0,11.3641,8.6668,2.54,2.54,2.22,2.22,0.04,0.04,0.0,0.0,200202.0,200202,Oil,Oil,Boiler  with flue vent damper,Mid-efficiency boiler  (no dil. air),0.0,86.8,68.9,83.4,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,False,0.25,0.31,False
498303.0,C0B,PE,1989,257.0,Single detached,One storey,B1,2008-10-01,2009-11-01,41432.39,40831.63,20560.86,19970.02,9354.7,9344.8,0.0,0.0,30575.52,30012.48,0.0,0.0,0.0,0.0,1.2301,1.186,4.56,7.2,2.68,2.68,1.94,1.94,0.0,0.0,234004.0,234004,Oil,Oil,Boiler  with flame retention head,"Direct vent, non-condensing boiler",0.0,85.0,80.3,77.5,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,False,False,True,False,True,False,False,True,False,False,0.01,0.03,False
516813.0,C0A,PE,1983,307.4,Single detached,Two storeys,B1,2008-12-01,2010-02-01,78229.9,68360.91,59689.48,49867.2,9848.4,9801.7,0.0,0.0,65179.02,55816.44,0.0,0.0,0.0,0.0,1.9738,1.9247,5.18,5.18,3.35,3.35,0.25,0.25,0.0,0.0,202004.0,202004,Oil,Oil,Boiler,Mid-efficiency boiler  (no dil. air),0.0,85.9,69.1,82.9,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,True,False,True,False,False,False,True,False,0.13,0.16,False
512617.0,C1N,PE,1960,233.8,Single detached,One storey,B1,2008-10-01,2010-10-01,53763.6,40314.35,38608.86,25371.48,15154.6,14942.8,0.0,0.0,36800.58,24183.18,0.0,0.0,0.0,0.0,3.5603,2.9049,4.02,5.08,2.28,2.28,0.18,1.7,0.0,0.0,200004.0,200004,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,79.8,79.8,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,True,False,True,True,False,False,False,False,True,False,0.25,0.34,False
505593.0,C0A,PE,1974,227.5,Single detached,Two storeys,B1;B2,2008-10-01,2010-06-01,46840.74,45083.94,31543.22,29887.18,14928.1,14826.1,0.0,0.0,30065.52,28487.58,0.0,0.0,416.67,416.67,5.7317,5.4426,3.3,3.3,2.63,2.63,0.54,0.54,0.0,0.0,200004.0,200004,Oil,Oil,Boiler,Mid-efficiency boiler  (no dil. air),0.0,86.9,69.1,81.7,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,True,False,True,False,False,True,False,False,0.04,0.05,False
516923.0,C1E,PE,1976,155.5,Mobile home,One storey,B1,2008-11-01,2010-04-01,50039.12,41180.83,35207.98,26349.16,14831.0,14831.6,0.0,0.0,33559.02,25115.46,0.0,0.0,0.0,0.0,5.4129,5.9097,1.67,1.67,1.32,1.32,1.68,2.01,0.0,0.0,200004.0,200004,Oil,Oil,Furnace,Mid-efficiency furnace (no dil. air),0.0,85.3,68.9,80.5,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,True,False,True,False,False,False,True,False,0.18,0.25,False
497275.0,C0A,PE,1970,353.2,Single detached,One storey,B1;B2,2008-10-01,2010-03-01,65888.8,48671.86,44446.27,27571.25,9925.7,9583.8,0.0,0.0,53341.92,37257.54,0.0,0.0,0.0,0.0,2.7595,2.9739,4.1,4.1,2.45,2.45,0.48,3.75,0.0,0.0,234004.0,234004,Oil,Oil,Mid-efficiency boiler  (no dil. air),Mid-efficiency boiler  (no dil. air),0.0,0.0,81.8,81.9,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,True,False,False,False,False,False,True,False,0.26,0.38,False
497272.0,C0A,PE,1905,316.9,Single detached,Two storeys,B1;B2,2008-10-01,2010-01-01,81287.09,64516.77,60213.04,51064.13,9557.2,13452.5,0.0,0.0,68370.6,48672.36,0.0,0.0,0.0,0.0,6.8933,5.2956,4.73,5.64,1.96,1.96,1.09,1.17,0.0,0.0,200002.0,200002,Oil,Oil,Boiler  with flue vent damper,Boiler  with flue vent damper,0.0,0.0,68.7,68.7,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,True,False,False,True,True,False,False,False,False,True,False,0.21,0.15,False
516806.0,C1A,PE,1985,236.9,Single detached,One storey,B1;B2;B3,2008-11-01,2010-11-01,51508.55,45029.55,31827.31,25346.84,9284.2,9296.3,0.0,0.0,38536.62,32349.3,1790.02,1790.02,0.0,0.0,4.6511,3.9531,4.5,4.5,1.92,1.92,0.45,0.64,0.56,0.56,200002,200002,Oil,Oil,Boiler,Mid-efficiency boiler  (no dil. air),0.0,87.0,65.3,74.9,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,False,True,True,False,False,False,True,False,0.13,0.2,False
441499.0,C0B,PE,1970,187.4,Single detached,One storey,B1,2008-07-01,2011-03-01,49565.56,44237.83,29926.38,24663.28,9254.4,9189.9,0.0,0.0,36712.86,31695.48,1790.02,1790.02,0.0,0.0,5.0631,2.632,1.99,1.99,1.91,2.96,1.0,1.0,0.0,0.0,200002,223245,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,80.3,75.1,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,True,False,False,False,True,True,False,False,False,False,True,False,0.11,0.18,False
439957.0,C0B,PE,1960,275.4,Single detached,One storey,B1;B2;B3,2008-08-01,2011-02-01,55455.53,55691.17,34503.08,34813.08,9435.6,9361.3,0.0,0.0,43864.08,44159.88,0.0,0.0,0.0,0.0,2.5017,2.62,3.97,3.97,1.84,1.84,0.93,0.93,0.0,0.0,230022,230022,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,85.0,79.7,80.0,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,-0.0,-0.01,False
401795.0,C0A,PE,1928,259.9,Single detached,Two storeys,B1,2008-05-01,2011-03-01,77655.48,59668.73,59343.45,41684.39,9698.5,9420.8,0.0,0.0,64774.08,47894.1,0.0,0.0,0.0,0.0,10.8835,9.0442,2.87,2.87,2.69,2.69,0.07,2.01,0.0,0.0,233224,233224,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,84.7,84.7,81.8,82.0,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,False,True,False,False,False,False,True,False,0.23,0.3,False
410914.0,C0A,PE,1988,130.3,Single detached,One storey,B1;B2;B3;P1,2008-05-01,2011-03-01,57541.57,53535.12,36696.65,32750.6,9328.1,9267.7,0.0,0.0,45955.08,42194.34,0.0,0.0,0.0,0.0,21.0068,13.0826,2.55,2.94,1.7,2.15,0.74,0.74,0.4,0.4,200024,200024,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,80.1,80.2,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,True,True,False,False,False,True,False,False,False,True,False,False,0.07,0.11,False
