FSA,Bracket,Number
N2Z,"$10,000 to $14,999",560
N2Z,"$15,000 to $19,999",560
N2Z,"$20,000 to $24,999",650
N2Z,"$25,000 to $29,999",420
N2Z,"$30,000 to $34,999",430
N2Z,"$35,000 to $39,999",490
N2Z,"$40,000 to $44,999",470
N2Z,"$45,000 to $49,999",520
N2Z,"$50,000 to $54,999",320
N2Z,"$55,000 to $59,999",340
N2Z,"$60,000 to $69,999",610
N2Z,"$70,000 to $79,999",570
N2Z,"$80,000 to $89,999",400
N2Z,"$90,000 to $99,999",380
N2Z,"$100,000 to $149,999",1010
N2Z,"$150,000 to $249,999",770
N2Z,"$250,000 and over",170
N3A,"Under $5,000",620
N3A,"$5,000 to $9,999",500
N3A,"$10,000 to $14,999",670
N3A,"$15,000 to $19,999",680
N3A,"$20,000 to $24,999",810
N3A,"$25,000 to $29,999",670
N3A,"$30,000 to $34,999",660
N3A,"$35,000 to $39,999",700
N3A,"$40,000 to $44,999",680
N3A,"$45,000 to $49,999",750
N3A,"$50,000 to $54,999",650
N3A,"$55,000 to $59,999",580
N3A,"$60,000 to $69,999",1060
N3A,"$70,000 to $79,999",900
N3A,"$80,000 to $89,999",690
N3A,"$90,000 to $99,999",630
N3A,"$100,000 to $149,999",1240
N3A,"$150,000 to $249,999",410
N3A,"$250,000 and over",160
N3B,"Under $5,000",540
N3B,"$5,000 to $9,999",370
N3B,"$10,000 to $14,999",620
N3B,"$15,000 to $19,999",590
N3B,"$20,000 to $24,999",670
N3B,"$25,000 to $29,999",480
N3B,"$30,000 to $34,999",550
N3B,"$35,000 to $39,999",510
N3B,"$40,000 to $44,999",490
N3B,"$45,000 to $49,999",570
N3B,"$50,000 to $54,999",440
N3B,"$55,000 to $59,999",420
N3B,"$60,000 to $69,999",770
N3B,"$70,000 to $79,999",620
N3B,"$80,000 to $89,999",490
N3B,"$90,000 to $99,999",400
N3B,"$100,000 to $149,999",770
N3B,"$150,000 to $249,999",290
N3B,"$250,000 and over",110
N3C,"Under $5,000",1560
N3C,"$5,000 to $9,999",1010
N3C,"$10,000 to $14,999",1300
N3C,"$15,000 to $19,999",1300
N3C,"$20,000 to $24,999",1360
N3C,"$25,000 to $29,999",1030
N3C,"$30,000 to $34,999",1060
N3C,"$35,000 to $39,999",1090
N3C,"$40,000 to $44,999",1030
N3C,"$45,000 to $49,999",1100
N3C,"$50,000 to $54,999",970
N3C,"$55,000 to $59,999",870
N3C,"$60,000 to $69,999",1580
N3C,"$70,000 to $79,999",1340
N3C,"$80,000 to $89,999",990
N3C,"$90,000 to $99,999",860
N3C,"$100,000 to $149,999",1860
N3C,"$150,000 to $249,999",530
N3C,"$250,000 and over",190
N3E,"Under $5,000",160
N3E,"$5,000 to $9,999",90
N3E,"$10,000 to $14,999",70
N3E,"$15,000 to $19,999",70
N3E,"$20,000 to $24,999",70
N3E,"$25,000 to $29,999",40
N3E,"$30,000 to $34,999",50
N3E,"$35,000 to $39,999",40
N3E,"$40,000 to $44,999",40
N3E,"$45,000 to $49,999",40
N3E,"$50,000 to $54,999",40
N3E,"$55,000 to $59,999",40
N3E,"$60,000 to $69,999",40
N3E,"$70,000 to $79,999",60
N3E,"$80,000 to $89,999",40
N3E,"$90,000 to $99,999",40
N3E,"$100,000 to $149,999",90
N3E,"$150,000 to $249,999",50
N3E,"$250,000 and over",10
N3H,"Under $5,000",1810
N3H,"$5,000 to $9,999",1140
N3H,"$10,000 to $14,999",1650
N3H,"$15,000 to $19,999",1460
N3H,"$20,000 to $24,999",1690
N3H,"$25,000 to $29,999",1260
N3H,"$30,000 to $34,999",1110
N3H,"$35,000 to $39,999",1100
N3H,"$40,000 to $44,999",1100
N3H,"$45,000 to $49,999",990
N3H,"$50,000 to $54,999",870
N3H,"$55,000 to $59,999",740
N3H,"$60,000 to $69,999",1250
N3H,"$70,000 to $79,999",970
N3H,"$80,000 to $89,999",650
N3H,"$90,000 to $99,999",500
N3H,"$100,000 to $149,999",910
N3H,"$150,000 to $249,999",260
N3H,"$250,000 and over",110
N3L,"Under $5,000",690
N3L,"$5,000 to $9,999",540
N3L,"$10,000 to $14,999",800
N3L,"$15,000 to $19,999",850
N3L,"$20,000 to $24,999",980
N3L,"$25,000 to $29,999",710
N3L,"$30,000 to $34,999",670
N3L,"$35,000 to $39,999",750
N3L,"$40,000 to $44,999",700
N3L,"$45,000 to $49,999",680
N3L,"$50,000 to $54,999",550
N3L,"$55,000 to $59,999",520
N3L,"$60,000 to $69,999",860
N3L,"$70,000 to $79,999",730
N3L,"$80,000 to $89,999",560
N3L,"$90,000 to $99,999",520
N3L,"$100,000 to $149,999",990
N3L,"$150,000 to $249,999",320
N3L,"$250,000 and over",110
N3P,"Under $5,000",470
N3P,"$5,000 to $9,999",310
N3P,"$10,000 to $14,999",510
N3P,"$15,000 to $19,999",510
N3P,"$20,000 to $24,999",550
N3P,"$25,000 to $29,999",410
N3P,"$30,000 to $34,999",420
N3P,"$35,000 to $39,999",440
N3P,"$40,000 to $44,999",410
N3P,"$45,000 to $49,999",410
N3P,"$50,000 to $54,999",320
N3P,"$55,000 to $59,999",270
N3P,"$60,000 to $69,999",490
N3P,"$70,000 to $79,999",380
N3P,"$80,000 to $89,999",240
N3P,"$90,000 to $99,999",190
N3P,"$100,000 to $149,999",320
N3P,"$150,000 to $249,999",70
N3P,"$250,000 and over",20
N3R,"Under $5,000",1730
N3R,"$5,000 to $9,999",1210
N3R,"$10,000 to $14,999",2120
N3R,"$15,000 to $19,999",2270
N3R,"$20,000 to $24,999",2630
N3R,"$25,000 to $29,999",1910
N3R,"$30,000 to $34,999",1720
N3R,"$35,000 to $39,999",1760
N3R,"$40,000 to $44,999",1790
N3R,"$45,000 to $49,999",1700
N3R,"$50,000 to $54,999",1370
N3R,"$55,000 to $59,999",1120
N3R,"$60,000 to $69,999",1970
N3R,"$70,000 to $79,999",1480
N3R,"$80,000 to $89,999",1050
N3R,"$90,000 to $99,999",910
N3R,"$100,000 to $149,999",1600
N3R,"$150,000 to $249,999",490
N3R,"$250,000 and over",130
N3S,"Under $5,000",1650
N3S,"$5,000 to $9,999",1070
N3S,"$10,000 to $14,999",1940
N3S,"$15,000 to $19,999",2000
N3S,"$20,000 to $24,999",1990
N3S,"$25,000 to $29,999",1430
N3S,"$30,000 to $34,999",1270
N3S,"$35,000 to $39,999",1210
N3S,"$40,000 to $44,999",1170
N3S,"$45,000 to $49,999",1120
N3S,"$50,000 to $54,999",940
N3S,"$55,000 to $59,999",750
N3S,"$60,000 to $69,999",1170
N3S,"$70,000 to $79,999",770
N3S,"$80,000 to $89,999",460
N3S,"$90,000 to $99,999",380
N3S,"$100,000 to $149,999",580
N3S,"$150,000 to $249,999",140
N3S,"$250,000 and over",30
N3T,"Under $5,000",2340
N3T,"$5,000 to $9,999",1410
N3T,"$10,000 to $14,999",2280
N3T,"$15,000 to $19,999",2270
N3T,"$20,000 to $24,999",2240
N3T,"$25,000 to $29,999",1570
N3T,"$30,000 to $34,999",1380
N3T,"$35,000 to $39,999",1420
N3T,"$40,000 to $44,999",1390
N3T,"$45,000 to $49,999",1360
N3T,"$50,000 to $54,999",1130
N3T,"$55,000 to $59,999",1010
N3T,"$60,000 to $69,999",1570
N3T,"$70,000 to $79,999",1320
N3T,"$80,000 to $89,999",980
N3T,"$90,000 to $99,999",870
N3T,"$100,000 to $149,999",1630
N3T,"$150,000 to $249,999",580
N3T,"$250,000 and over",240
N3V,"Under $5,000",80
N3V,"$5,000 to $9,999",60
N3V,"$10,000 to $14,999",80
N3V,"$15,000 to $19,999",100
N3V,"$20,000 to $24,999",90
N3V,"$25,000 to $29,999",70
N3V,"$30,000 to $34,999",50
N3V,"$35,000 to $39,999",70
N3V,"$40,000 to $44,999",80
N3V,"$45,000 to $49,999",80
N3V,"$50,000 to $54,999",80
N3V,"$55,000 to $59,999",60
N3V,"$60,000 to $69,999",100
N3V,"$70,000 to $79,999",80
N3V,"$80,000 to $89,999",70
N3V,"$90,000 to $99,999",40
N3V,"$100,000 to $149,999",80
N3V,"$150,000 to $249,999",30
N3V,"$250,000 and over",10
N3W,"Under $5,000",740
N3W,"$5,000 to $9,999",540
N3W,"$10,000 to $14,999",720
N3W,"$15,000 to $19,999",680
N3W,"$20,000 to $24,999",740
N3W,"$25,000 to $29,999",530
N3W,"$30,000 to $34,999",560
N3W,"$35,000 to $39,999",620
N3W,"$40,000 to $44,999",650
N3W,"$45,000 to $49,999",660
N3W,"$50,000 to $54,999",580
N3W,"$55,000 to $59,999",510
N3W,"$60,000 to $69,999",860
N3W,"$70,000 to $79,999",680
N3W,"$80,000 to $89,999",560
N3W,"$90,000 to $99,999",480
N3W,"$100,000 to $149,999",1060
N3W,"$150,000 to $249,999",300
N3W,"$250,000 and over",80
N3Y,"Under $5,000",1050
N3Y,"$5,000 to $9,999",860
N3Y,"$10,000 to $14,999",1420
N3Y,"$15,000 to $19,999",1590
N3Y,"$20,000 to $24,999",1820
N3Y,"$25,000 to $29,999",1160
N3Y,"$30,000 to $34,999",1090
N3Y,"$35,000 to $39,999",1140
N3Y,"$40,000 to $44,999",1030
N3Y,"$45,000 to $49,999",1190
N3Y,"$50,000 to $54,999",900
N3Y,"$55,000 to $59,999",680
N3Y,"$60,000 to $69,999",1180
N3Y,"$70,000 to $79,999",880
N3Y,"$80,000 to $89,999",670
N3Y,"$90,000 to $99,999",610
N3Y,"$100,000 to $149,999",1040
N3Y,"$150,000 to $249,999",310
N3Y,"$250,000 and over",150
N4B,"Under $5,000",410
N4B,"$5,000 to $9,999",260
N4B,"$10,000 to $14,999",520
N4B,"$15,000 to $19,999",520
N4B,"$20,000 to $24,999",610
N4B,"$25,000 to $29,999",390
N4B,"$30,000 to $34,999",430
N4B,"$35,000 to $39,999",420
N4B,"$40,000 to $44,999",390
N4B,"$45,000 to $49,999",410
N4B,"$50,000 to $54,999",290
N4B,"$55,000 to $59,999",250
N4B,"$60,000 to $69,999",410
N4B,"$70,000 to $79,999",320
N4B,"$80,000 to $89,999",230
N4B,"$90,000 to $99,999",190
N4B,"$100,000 to $149,999",270
N4B,"$150,000 to $249,999",70
N4B,"$250,000 and over",40
N4G,"Under $5,000",920
N4G,"$5,000 to $9,999",690
N4G,"$10,000 to $14,999",1250
N4G,"$15,000 to $19,999",1370
N4G,"$20,000 to $24,999",1660
N4G,"$25,000 to $29,999",1070
N4G,"$30,000 to $34,999",1080
N4G,"$35,000 to $39,999",1070
N4G,"$40,000 to $44,999",1040
N4G,"$45,000 to $49,999",990
N4G,"$50,000 to $54,999",860
N4G,"$55,000 to $59,999",740
N4G,"$60,000 to $69,999",1080
N4G,"$70,000 to $79,999",870
N4G,"$80,000 to $89,999",540
N4G,"$90,000 to $99,999",420
N4G,"$100,000 to $149,999",780
N4G,"$150,000 to $249,999",240
N4G,"$250,000 and over",140
N4K,"Under $5,000",1220
N4K,"$5,000 to $9,999",1080
N4K,"$10,000 to $14,999",2050
N4K,"$15,000 to $19,999",2090
N4K,"$20,000 to $24,999",2320
N4K,"$25,000 to $29,999",1530
N4K,"$30,000 to $34,999",1560
N4K,"$35,000 to $39,999",1490
N4K,"$40,000 to $44,999",1360
N4K,"$45,000 to $49,999",1350
N4K,"$50,000 to $54,999",1050
N4K,"$55,000 to $59,999",920
N4K,"$60,000 to $69,999",1480
N4K,"$70,000 to $79,999",1070
N4K,"$80,000 to $89,999",730
N4K,"$90,000 to $99,999",620
N4K,"$100,000 to $149,999",1070
N4K,"$150,000 to $249,999",470
N4K,"$250,000 and over",180
N4L,"Under $5,000",320
N4L,"$5,000 to $9,999",300
N4L,"$10,000 to $14,999",510
N4L,"$15,000 to $19,999",600
N4L,"$20,000 to $24,999",690
N4L,"$25,000 to $29,999",440
N4L,"$30,000 to $34,999",430
N4L,"$35,000 to $39,999",500
N4L,"$40,000 to $44,999",430
N4L,"$45,000 to $49,999",400
N4L,"$50,000 to $54,999",290
N4L,"$55,000 to $59,999",250
N4L,"$60,000 to $69,999",440
N4L,"$70,000 to $79,999",350
N4L,"$80,000 to $89,999",230
N4L,"$90,000 to $99,999",170
N4L,"$100,000 to $149,999",310
N4L,"$150,000 to $249,999",120
N4L,"$250,000 and over",50
N4N,"Under $5,000",410
N4N,"$5,000 to $9,999",360
N4N,"$10,000 to $14,999",690
N4N,"$15,000 to $19,999",770
N4N,"$20,000 to $24,999",900
N4N,"$25,000 to $29,999",570
N4N,"$30,000 to $34,999",580
N4N,"$35,000 to $39,999",580
N4N,"$40,000 to $44,999",490
N4N,"$45,000 to $49,999",460
N4N,"$50,000 to $54,999",380
N4N,"$55,000 to $59,999",300
N4N,"$60,000 to $69,999",520
N4N,"$70,000 to $79,999",350
N4N,"$80,000 to $89,999",270
N4N,"$90,000 to $99,999",220
N4N,"$100,000 to $149,999",420
N4N,"$150,000 to $249,999",170
N4N,"$250,000 and over",50
N4S,"Under $5,000",1480
N4S,"$5,000 to $9,999",1120
N4S,"$10,000 to $14,999",2060
N4S,"$15,000 to $19,999",2050
N4S,"$20,000 to $24,999",2220
N4S,"$25,000 to $29,999",1620
N4S,"$30,000 to $34,999",1580
N4S,"$35,000 to $39,999",1580
N4S,"$40,000 to $44,999",1650
N4S,"$45,000 to $49,999",1590
N4S,"$50,000 to $54,999",1410
N4S,"$55,000 to $59,999",1230
N4S,"$60,000 to $69,999",1880
N4S,"$70,000 to $79,999",1410
N4S,"$80,000 to $89,999",880
N4S,"$90,000 to $99,999",740
N4S,"$100,000 to $149,999",1220
N4S,"$150,000 to $249,999",370
N4S,"$250,000 and over",170
N4T,"Under $5,000",740
N4T,"$5,000 to $9,999",490
N4T,"$10,000 to $14,999",650
N4T,"$15,000 to $19,999",680
N4T,"$20,000 to $24,999",680
N4T,"$25,000 to $29,999",550
N4T,"$30,000 to $34,999",530
N4T,"$35,000 to $39,999",580
N4T,"$40,000 to $44,999",600
N4T,"$45,000 to $49,999",600
N4T,"$50,000 to $54,999",490
N4T,"$55,000 to $59,999",450
N4T,"$60,000 to $69,999",750
N4T,"$70,000 to $79,999",620
N4T,"$80,000 to $89,999",510
N4T,"$90,000 to $99,999",380
N4T,"$100,000 to $149,999",720
N4T,"$150,000 to $249,999",280
N4T,"$250,000 and over",90
N4V,"Under $5,000",170
N4V,"$5,000 to $9,999",100
N4V,"$10,000 to $14,999",140
N4V,"$15,000 to $19,999",180
N4V,"$20,000 to $24,999",200
N4V,"$25,000 to $29,999",160
N4V,"$30,000 to $34,999",140
N4V,"$35,000 to $39,999",150
N4V,"$40,000 to $44,999",160
N4V,"$45,000 to $49,999",150
N4V,"$50,000 to $54,999",130
N4V,"$55,000 to $59,999",120
N4V,"$60,000 to $69,999",230
N4V,"$70,000 to $79,999",140
N4V,"$80,000 to $89,999",90
N4V,"$90,000 to $99,999",90
N4V,"$100,000 to $149,999",130
N4V,"$150,000 to $249,999",40
N4V,"$250,000 and over",10
N4W,"Under $5,000",600
N4W,"$5,000 to $9,999",390
N4W,"$10,000 to $14,999",680
N4W,"$15,000 to $19,999",710
N4W,"$20,000 to $24,999",790
N4W,"$25,000 to $29,999",610
N4W,"$30,000 to $34,999",580
N4W,"$35,000 to $39,999",630
N4W,"$40,000 to $44,999",650
N4W,"$45,000 to $49,999",570
N4W,"$50,000 to $54,999",440
N4W,"$55,000 to $59,999",390
N4W,"$60,000 to $69,999",660
N4W,"$70,000 to $79,999",490
N4W,"$80,000 to $89,999",390
N4W,"$90,000 to $99,999",260
N4W,"$100,000 to $149,999",500
N4W,"$150,000 to $249,999",180
N4W,"$250,000 and over",90
N4X,"Under $5,000",350
N4X,"$5,000 to $9,999",310
N4X,"$10,000 to $14,999",530
N4X,"$15,000 to $19,999",550
N4X,"$20,000 to $24,999",610
N4X,"$25,000 to $29,999",470
N4X,"$30,000 to $34,999",460
N4X,"$35,000 to $39,999",540
N4X,"$40,000 to $44,999",500
N4X,"$45,000 to $49,999",570
N4X,"$50,000 to $54,999",420
N4X,"$55,000 to $59,999",360
N4X,"$60,000 to $69,999",590
N4X,"$70,000 to $79,999",540
N4X,"$80,000 to $89,999",380
N4X,"$90,000 to $99,999",260
N4X,"$100,000 to $149,999",520
N4X,"$150,000 to $249,999",150
N4X,"$250,000 and over",80
N4Z,"Under $5,000",90
N4Z,"$5,000 to $9,999",70
N4Z,"$10,000 to $14,999",150
N4Z,"$15,000 to $19,999",120
N4Z,"$20,000 to $24,999",120
N4Z,"$25,000 to $29,999",120
N4Z,"$30,000 to $34,999",100
N4Z,"$35,000 to $39,999",120
N4Z,"$40,000 to $44,999",110
N4Z,"$45,000 to $49,999",120
N4Z,"$50,000 to $54,999",90
N4Z,"$55,000 to $59,999",100
N4Z,"$60,000 to $69,999",120
N4Z,"$70,000 to $79,999",100
N4Z,"$80,000 to $89,999",70
N4Z,"$90,000 to $99,999",70
N4Z,"$100,000 to $149,999",120
N4Z,"$150,000 to $249,999",40
N4Z,"$250,000 and over",20
N5A,"Under $5,000",1180
N5A,"$5,000 to $9,999",1140
N5A,"$10,000 to $14,999",1800
N5A,"$15,000 to $19,999",1750
N5A,"$20,000 to $24,999",2240
N5A,"$25,000 to $29,999",1710
N5A,"$30,000 to $34,999",1620
N5A,"$35,000 to $39,999",1750
N5A,"$40,000 to $44,999",1650
N5A,"$45,000 to $49,999",1710
N5A,"$50,000 to $54,999",1350
N5A,"$55,000 to $59,999",1230
N5A,"$60,000 to $69,999",1990
N5A,"$70,000 to $79,999",1490
N5A,"$80,000 to $89,999",990
N5A,"$90,000 to $99,999",790
N5A,"$100,000 to $149,999",1530
N5A,"$150,000 to $249,999",530
N5A,"$250,000 and over",260
N5C,"Under $5,000",720
N5C,"$5,000 to $9,999",500
N5C,"$10,000 to $14,999",850
N5C,"$15,000 to $19,999",830
N5C,"$20,000 to $24,999",990
N5C,"$25,000 to $29,999",710
N5C,"$30,000 to $34,999",700
N5C,"$35,000 to $39,999",750
N5C,"$40,000 to $44,999",750
N5C,"$45,000 to $49,999",720
N5C,"$50,000 to $54,999",670
N5C,"$55,000 to $59,999",530
N5C,"$60,000 to $69,999",890
N5C,"$70,000 to $79,999",720
N5C,"$80,000 to $89,999",590
N5C,"$90,000 to $99,999",400
N5C,"$100,000 to $149,999",680
N5C,"$150,000 to $249,999",160
N5C,"$250,000 and over",70
N5H,"Under $5,000",1170
N5H,"$5,000 to $9,999",620
N5H,"$10,000 to $14,999",1030
N5H,"$15,000 to $19,999",930
N5H,"$20,000 to $24,999",1000
N5H,"$25,000 to $29,999",700
N5H,"$30,000 to $34,999",650
N5H,"$35,000 to $39,999",730
N5H,"$40,000 to $44,999",670
N5H,"$45,000 to $49,999",680
N5H,"$50,000 to $54,999",540
N5H,"$55,000 to $59,999",510
N5H,"$60,000 to $69,999",730
N5H,"$70,000 to $79,999",540
N5H,"$80,000 to $89,999",380
N5H,"$90,000 to $99,999",280
N5H,"$100,000 to $149,999",470
N5H,"$150,000 to $249,999",140
N5H,"$250,000 and over",60
N5L,"Under $5,000",110
N5L,"$5,000 to $9,999",110
N5L,"$10,000 to $14,999",160
N5L,"$15,000 to $19,999",190
N5L,"$20,000 to $24,999",220
N5L,"$25,000 to $29,999",140
N5L,"$30,000 to $34,999",170
N5L,"$35,000 to $39,999",180
N5L,"$40,000 to $44,999",200
N5L,"$45,000 to $49,999",180
N5L,"$50,000 to $54,999",130
N5L,"$55,000 to $59,999",100
N5L,"$60,000 to $69,999",220
N5L,"$70,000 to $79,999",200
N5L,"$80,000 to $89,999",100
N5L,"$90,000 to $99,999",110
N5L,"$100,000 to $149,999",210
N5L,"$150,000 to $249,999",90
N5L,"$250,000 and over",40
N5P,"Under $5,000",1010
N5P,"$5,000 to $9,999",820
N5P,"$10,000 to $14,999",1290
N5P,"$15,000 to $19,999",1300
N5P,"$20,000 to $24,999",1330
N5P,"$25,000 to $29,999",970
N5P,"$30,000 to $34,999",940
N5P,"$35,000 to $39,999",1020
N5P,"$40,000 to $44,999",970
N5P,"$45,000 to $49,999",970
N5P,"$50,000 to $54,999",780
N5P,"$55,000 to $59,999",680
N5P,"$60,000 to $69,999",1140
N5P,"$70,000 to $79,999",780
N5P,"$80,000 to $89,999",560
N5P,"$90,000 to $99,999",490
N5P,"$100,000 to $149,999",830
N5P,"$150,000 to $249,999",220
N5P,"$250,000 and over",90
N5R,"Under $5,000",1240
N5R,"$5,000 to $9,999",1010
N5R,"$10,000 to $14,999",1760
N5R,"$15,000 to $19,999",1770
N5R,"$20,000 to $24,999",1960
N5R,"$25,000 to $29,999",1360
N5R,"$30,000 to $34,999",1520
N5R,"$35,000 to $39,999",1520
N5R,"$40,000 to $44,999",1520
N5R,"$45,000 to $49,999",1380
N5R,"$50,000 to $54,999",1220
N5R,"$55,000 to $59,999",960
N5R,"$60,000 to $69,999",1640
N5R,"$70,000 to $79,999",1160
N5R,"$80,000 to $89,999",870
N5R,"$90,000 to $99,999",650
N5R,"$100,000 to $149,999",1130
N5R,"$150,000 to $249,999",290
N5R,"$250,000 and over",100
N5V,"Under $5,000",2960
N5V,"$5,000 to $9,999",1760
N5V,"$10,000 to $14,999",2450
N5V,"$15,000 to $19,999",2210
N5V,"$20,000 to $24,999",2160
N5V,"$25,000 to $29,999",1640
N5V,"$30,000 to $34,999",1510
N5V,"$35,000 to $39,999",1610
N5V,"$40,000 to $44,999",1590
N5V,"$45,000 to $49,999",1510
N5V,"$50,000 to $54,999",1200
N5V,"$55,000 to $59,999",1040
N5V,"$60,000 to $69,999",1580
N5V,"$70,000 to $79,999",1010
N5V,"$80,000 to $89,999",660
N5V,"$90,000 to $99,999",440
N5V,"$100,000 to $149,999",660
N5V,"$150,000 to $249,999",130
N5V,"$250,000 and over",30
N5W,"Under $5,000",1650
N5W,"$5,000 to $9,999",1150
N5W,"$10,000 to $14,999",1920
N5W,"$15,000 to $19,999",1830
N5W,"$20,000 to $24,999",1810
N5W,"$25,000 to $29,999",1310
N5W,"$30,000 to $34,999",1230
N5W,"$35,000 to $39,999",1250
N5W,"$40,000 to $44,999",1170
N5W,"$45,000 to $49,999",1140
N5W,"$50,000 to $54,999",910
N5W,"$55,000 to $59,999",770
N5W,"$60,000 to $69,999",1240
N5W,"$70,000 to $79,999",820
N5W,"$80,000 to $89,999",510
N5W,"$90,000 to $99,999",370
N5W,"$100,000 to $149,999",500
N5W,"$150,000 to $249,999",110
N5W,"$250,000 and over",30
N5X,"Under $5,000",2700
N5X,"$5,000 to $9,999",1460
N5X,"$10,000 to $14,999",1720
N5X,"$15,000 to $19,999",1640
N5X,"$20,000 to $24,999",1480
N5X,"$25,000 to $29,999",1210
N5X,"$30,000 to $34,999",1140
N5X,"$35,000 to $39,999",1320
N5X,"$40,000 to $44,999",1280
N5X,"$45,000 to $49,999",1500
N5X,"$50,000 to $54,999",1190
N5X,"$55,000 to $59,999",1060
N5X,"$60,000 to $69,999",1930
N5X,"$70,000 to $79,999",1630
N5X,"$80,000 to $89,999",1240
N5X,"$90,000 to $99,999",1180
N5X,"$100,000 to $149,999",2430
N5X,"$150,000 to $249,999",960
N5X,"$250,000 and over",400
N5Y,"Under $5,000",3580
N5Y,"$5,000 to $9,999",1930
N5Y,"$10,000 to $14,999",2800
N5Y,"$15,000 to $19,999",2820
N5Y,"$20,000 to $24,999",2490
N5Y,"$25,000 to $29,999",1790
N5Y,"$30,000 to $34,999",1710
N5Y,"$35,000 to $39,999",1620
N5Y,"$40,000 to $44,999",1610
N5Y,"$45,000 to $49,999",1420
N5Y,"$50,000 to $54,999",1210
N5Y,"$55,000 to $59,999",950
N5Y,"$60,000 to $69,999",1400
N5Y,"$70,000 to $79,999",930
N5Y,"$80,000 to $89,999",630
N5Y,"$90,000 to $99,999",520
N5Y,"$100,000 to $149,999",790
N5Y,"$150,000 to $249,999",260
N5Y,"$250,000 and over",110
N5Z,"Under $5,000",1510
N5Z,"$5,000 to $9,999",1190
N5Z,"$10,000 to $14,999",1900
N5Z,"$15,000 to $19,999",1770
N5Z,"$20,000 to $24,999",1600
N5Z,"$25,000 to $29,999",1270
N5Z,"$30,000 to $34,999",1180
N5Z,"$35,000 to $39,999",1230
N5Z,"$40,000 to $44,999",1240
N5Z,"$45,000 to $49,999",1000
N5Z,"$50,000 to $54,999",890
N5Z,"$55,000 to $59,999",680
N5Z,"$60,000 to $69,999",1100
N5Z,"$70,000 to $79,999",730
N5Z,"$80,000 to $89,999",420
N5Z,"$90,000 to $99,999",330
N5Z,"$100,000 to $149,999",370
N5Z,"$150,000 to $249,999",70
N5Z,"$250,000 and over",20
N6A,"Under $5,000",1060
N6A,"$5,000 to $9,999",600
N6A,"$10,000 to $14,999",760
N6A,"$15,000 to $19,999",670
N6A,"$20,000 to $24,999",650
N6A,"$25,000 to $29,999",450
N6A,"$30,000 to $34,999",410
N6A,"$35,000 to $39,999",380
N6A,"$40,000 to $44,999",390
N6A,"$45,000 to $49,999",390
N6A,"$50,000 to $54,999",300
N6A,"$55,000 to $59,999",310
N6A,"$60,000 to $69,999",530
N6A,"$70,000 to $79,999",510
N6A,"$80,000 to $89,999",360
N6A,"$90,000 to $99,999",300
N6A,"$100,000 to $149,999",750
N6A,"$150,000 to $249,999",440
N6A,"$250,000 and over",290
N6B,"Under $5,000",750
N6B,"$5,000 to $9,999",670
N6B,"$10,000 to $14,999",1020
N6B,"$15,000 to $19,999",840
N6B,"$20,000 to $24,999",770
N6B,"$25,000 to $29,999",500
N6B,"$30,000 to $34,999",480
N6B,"$35,000 to $39,999",440
N6B,"$40,000 to $44,999",390
N6B,"$45,000 to $49,999",390
N6B,"$50,000 to $54,999",290
N6B,"$55,000 to $59,999",280
N6B,"$60,000 to $69,999",440
N6B,"$70,000 to $79,999",310
N6B,"$80,000 to $89,999",190
N6B,"$90,000 to $99,999",170
N6B,"$100,000 to $149,999",290
N6B,"$150,000 to $249,999",110
N6B,"$250,000 and over",60
N6C,"Under $5,000",1620
N6C,"$5,000 to $9,999",1130
N6C,"$10,000 to $14,999",1710
N6C,"$15,000 to $19,999",1750
N6C,"$20,000 to $24,999",1860
