fsa,characteristic_id,characteristic_name,count_total,rate_total
B1X,383,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,920.0,100.0
B1X,386,  English and French,30.0,3.3
B1X,1414,Total - Private households by tenure - 25% sample data,400.0,100.0
B1X,1415,  Owner,380.0,95.0
B1X,1416,  Renter,25.0,6.3
B1X,1486,  Median monthly shelter costs for owned dwellings ($),685.0,685.0
B1X,1488,  Median value of dwellings ($),200000.0,200000.0
B1X,1494,  Median monthly shelter costs for rented dwellings ($),,
B1X,1998,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",785.0,100.0
B1X,1999,"  No certificate, diploma or degree",120.0,15.3
B1X,2000,  High (secondary) school diploma or equivalency certificate,200.0,25.5
B1X,2001,"  Postsecondary certificate, diploma or degree",465.0,59.2
B1X,2002,    Postsecondary certificate or diploma below bachelor level,270.0,34.4
B1X,2008,    Bachelor's degree or higher,190.0,24.2
B1X,2009,      Bachelor's degree,120.0,15.3
B1X,2012,      Master's degree,40.0,5.1
B1X,2013,      Earned doctorate,0.0,0.0
B1Y,1,"Population, 2021",5941.0,
B1Y,8,Total - Age groups of the population - 100% data,5945.0,100.0
B1Y,9,  0 to 14 years,700.0,11.8
B1Y,13,  15 to 64 years,3595.0,60.5
B1Y,24,  65 years and over,1635.0,27.5
B1Y,25,    65 to 69 years,565.0,9.5
B1Y,26,    70 to 74 years,460.0,7.7
B1Y,27,    75 to 79 years,285.0,4.8
B1Y,28,    80 to 84 years,215.0,3.6
B1Y,29,    85 years and over,110.0,1.9
B1Y,30,      85 to 89 years,80.0,1.3
B1Y,40,Median age of the population,53.2,53.2
B1Y,383,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,5940.0,100.0
B1Y,386,  English and French,175.0,2.9
B1Y,1414,Total - Private households by tenure - 25% sample data,2650.0,100.0
B1Y,1415,  Owner,2310.0,87.2
B1Y,1416,  Renter,340.0,12.8
B1Y,1486,  Median monthly shelter costs for owned dwellings ($),632.0,632.0
B1Y,1488,  Median value of dwellings ($),190000.0,190000.0
B1Y,1494,  Median monthly shelter costs for rented dwellings ($),750.0,750.0
B1Y,1998,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",5300.0,100.0
B1Y,1999,"  No certificate, diploma or degree",1195.0,22.5
B1Y,2000,  High (secondary) school diploma or equivalency certificate,1605.0,30.3
B1Y,2001,"  Postsecondary certificate, diploma or degree",2495.0,47.1
B1Y,2002,    Postsecondary certificate or diploma below bachelor level,1810.0,34.2
B1Y,2008,    Bachelor's degree or higher,690.0,13.0
B1Y,2009,      Bachelor's degree,465.0,8.8
B1Y,2012,      Master's degree,130.0,2.5
B1Y,2013,      Earned doctorate,15.0,0.3
B2A,1,"Population, 2021",7711.0,
B2A,8,Total - Age groups of the population - 100% data,7710.0,100.0
B2A,9,  0 to 14 years,930.0,12.1
B2A,13,  15 to 64 years,4470.0,58.0
B2A,24,  65 years and over,2310.0,30.0
B2A,25,    65 to 69 years,715.0,9.3
B2A,26,    70 to 74 years,600.0,7.8
B2A,27,    75 to 79 years,415.0,5.4
B2A,28,    80 to 84 years,270.0,3.5
B2A,29,    85 years and over,310.0,4.0
B2A,30,      85 to 89 years,190.0,2.5
B2A,40,Median age of the population,54.4,54.4
B2A,383,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,7525.0,100.0
B2A,386,  English and French,300.0,4.0
B2A,1414,Total - Private households by tenure - 25% sample data,3450.0,100.0
B2A,1415,  Owner,2500.0,72.5
B2A,1416,  Renter,955.0,27.7
B2A,1486,  Median monthly shelter costs for owned dwellings ($),665.0,665.0
B2A,1488,  Median value of dwellings ($),150000.0,150000.0
B2A,1494,  Median monthly shelter costs for rented dwellings ($),790.0,790.0
B2A,1998,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",6450.0,100.0
B2A,1999,"  No certificate, diploma or degree",1450.0,22.5
B2A,2000,  High (secondary) school diploma or equivalency certificate,1925.0,29.8
B2A,2001,"  Postsecondary certificate, diploma or degree",3080.0,47.8
B2A,2002,    Postsecondary certificate or diploma below bachelor level,2310.0,35.8
B2A,2008,    Bachelor's degree or higher,770.0,11.9
B2A,2009,      Bachelor's degree,535.0,8.3
B2A,2012,      Master's degree,155.0,2.4
B2A,2013,      Earned doctorate,15.0,0.2
B2C,1,"Population, 2021",262.0,
B2C,8,Total - Age groups of the population - 100% data,265.0,100.0
B2C,9,  0 to 14 years,30.0,11.3
B2C,13,  15 to 64 years,140.0,52.8
B2C,24,  65 years and over,100.0,37.7
B2C,25,    65 to 69 years,30.0,11.3
B2C,26,    70 to 74 years,35.0,13.2
B2C,27,    75 to 79 years,25.0,9.4
B2C,28,    80 to 84 years,5.0,1.9
B2C,29,    85 years and over,5.0,1.9
B2C,30,      85 to 89 years,0.0,0.0
B2C,40,Median age of the population,60.4,60.4
B2C,383,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,265.0,100.0
B2C,386,  English and French,10.0,3.8
B2C,1414,Total - Private households by tenure - 25% sample data,150.0,100.0
B2C,1415,  Owner,135.0,90.0
B2C,1416,  Renter,15.0,10.0
B2C,1486,  Median monthly shelter costs for owned dwellings ($),468.0,468.0
B2C,1488,  Median value of dwellings ($),155000.0,155000.0
B2C,1494,  Median monthly shelter costs for rented dwellings ($),,
B2C,1998,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",260.0,100.0
B2C,1999,"  No certificate, diploma or degree",35.0,13.5
B2C,2000,  High (secondary) school diploma or equivalency certificate,75.0,28.8
B2C,2001,"  Postsecondary certificate, diploma or degree",145.0,55.8
B2C,2002,    Postsecondary certificate or diploma below bachelor level,95.0,36.5
B2C,2008,    Bachelor's degree or higher,50.0,19.2
B2C,2009,      Bachelor's degree,20.0,7.7
B2C,2012,      Master's degree,10.0,3.8
B2C,2013,      Earned doctorate,0.0,0.0
B2E,1,"Population, 2021",54.0,
B2E,8,Total - Age groups of the population - 100% data,55.0,100.0
B2E,9,  0 to 14 years,0.0,0.0
B2E,13,  15 to 64 years,20.0,36.4
B2E,24,  65 years and over,30.0,54.5
B2E,25,    65 to 69 years,10.0,18.2
B2E,26,    70 to 74 years,15.0,27.3
B2E,27,    75 to 79 years,0.0,0.0
B2E,28,    80 to 84 years,5.0,9.1
B2E,29,    85 years and over,0.0,0.0
B2E,30,      85 to 89 years,0.0,0.0
B2E,40,Median age of the population,66.0,66.0
B2E,383,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,55.0,100.0
B2E,386,  English and French,0.0,0.0
B2E,1414,Total - Private households by tenure - 25% sample data,,
B2E,1415,  Owner,,
B2E,1416,  Renter,,
B2E,1486,  Median monthly shelter costs for owned dwellings ($),,
B2E,1488,  Median value of dwellings ($),,
B2E,1494,  Median monthly shelter costs for rented dwellings ($),,
B2E,1998,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",,
B2E,1999,"  No certificate, diploma or degree",,
B2E,2000,  High (secondary) school diploma or equivalency certificate,,
B2E,2001,"  Postsecondary certificate, diploma or degree",,
B2E,2002,    Postsecondary certificate or diploma below bachelor level,,
B2E,2008,    Bachelor's degree or higher,,
B2E,2009,      Bachelor's degree,,
B2E,2012,      Master's degree,,
B2E,2013,      Earned doctorate,,
B2G,1,"Population, 2021",15318.0,
B2G,8,Total - Age groups of the population - 100% data,15315.0,100.0
B2G,9,  0 to 14 years,2260.0,14.8
B2G,13,  15 to 64 years,9285.0,60.6
B2G,24,  65 years and over,3775.0,24.6
B2G,25,    65 to 69 years,1145.0,7.5
B2G,26,    70 to 74 years,1030.0,6.7
B2G,27,    75 to 79 years,710.0,4.6
B2G,28,    80 to 84 years,425.0,2.8
B2G,29,    85 years and over,460.0,3.0
B2G,30,      85 to 89 years,290.0,1.9
B2G,40,Median age of the population,45.6,45.6
B2G,383,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,15135.0,100.0
B2G,386,  English and French,1835.0,12.1
B2G,1414,Total - Private households by tenure - 25% sample data,6695.0,100.0
B2G,1415,  Owner,4630.0,69.2
B2G,1416,  Renter,2065.0,30.8
B2G,1486,  Median monthly shelter costs for owned dwellings ($),670.0,670.0
B2G,1488,  Median value of dwellings ($),250000.0,250000.0
B2G,1494,  Median monthly shelter costs for rented dwellings ($),850.0,850.0
B2G,1998,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",12720.0,100.0
B2G,1999,"  No certificate, diploma or degree",1790.0,14.1
B2G,2000,  High (secondary) school diploma or equivalency certificate,3155.0,24.8
B2G,2001,"  Postsecondary certificate, diploma or degree",7770.0,61.1
B2G,2002,    Postsecondary certificate or diploma below bachelor level,3855.0,30.3
B2G,2008,    Bachelor's degree or higher,3915.0,30.8
B2G,2009,      Bachelor's degree,2535.0,19.9
B2G,2012,      Master's degree,790.0,6.2
B2G,2013,      Earned doctorate,295.0,2.3
B2H,1,"Population, 2021",15332.0,
B2H,8,Total - Age groups of the population - 100% data,15330.0,100.0
B2H,9,  0 to 14 years,2125.0,13.9
B2H,13,  15 to 64 years,9185.0,59.9
B2H,24,  65 years and over,4020.0,26.2
B2H,25,    65 to 69 years,1210.0,7.9
B2H,26,    70 to 74 years,1140.0,7.4
B2H,27,    75 to 79 years,690.0,4.5
B2H,28,    80 to 84 years,475.0,3.1
B2H,29,    85 years and over,495.0,3.2
B2H,30,      85 to 89 years,310.0,2.0
B2H,40,Median age of the population,49.6,49.6
B2H,383,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,15025.0,100.0
B2H,386,  English and French,725.0,4.8
B2H,1414,Total - Private households by tenure - 25% sample data,7035.0,100.0
B2H,1415,  Owner,4690.0,66.7
B2H,1416,  Renter,2340.0,33.3
B2H,1486,  Median monthly shelter costs for owned dwellings ($),820.0,820.0
B2H,1488,  Median value of dwellings ($),180000.0,180000.0
B2H,1494,  Median monthly shelter costs for rented dwellings ($),775.0,775.0
B2H,1998,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",12735.0,100.0
B2H,1999,"  No certificate, diploma or degree",2345.0,18.4
B2H,2000,  High (secondary) school diploma or equivalency certificate,3710.0,29.1
B2H,2001,"  Postsecondary certificate, diploma or degree",6685.0,52.5
B2H,2002,    Postsecondary certificate or diploma below bachelor level,4305.0,33.8
B2H,2008,    Bachelor's degree or higher,2385.0,18.7
B2H,2009,      Bachelor's degree,1650.0,13.0
B2H,2012,      Master's degree,460.0,3.6
B2H,2013,      Earned doctorate,30.0,0.2
B2J,1,"Population, 2021",67.0,
B2J,8,Total - Age groups of the population - 100% data,65.0,100.0
B2J,9,  0 to 14 years,10.0,15.4
B2J,13,  15 to 64 years,40.0,61.5
B2J,24,  65 years and over,20.0,30.8
B2J,25,    65 to 69 years,10.0,15.4
B2J,26,    70 to 74 years,0.0,0.0
B2J,27,    75 to 79 years,5.0,7.7
B2J,28,    80 to 84 years,5.0,7.7
B2J,29,    85 years and over,0.0,0.0
B2J,30,      85 to 89 years,0.0,0.0
B2J,40,Median age of the population,56.8,56.8
B2J,383,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,65.0,100.0
B2J,386,  English and French,0.0,0.0
B2J,1414,Total - Private households by tenure - 25% sample data,,
B2J,1415,  Owner,,
B2J,1416,  Renter,,
B2J,1486,  Median monthly shelter costs for owned dwellings ($),,
B2J,1488,  Median value of dwellings ($),,
B2J,1494,  Median monthly shelter costs for rented dwellings ($),,
