FSA,Bracket,Number
M3A,"$30,000 to $35,000",1530
M3A,"$35,000 to $40,000",1460
M3A,"$40,000 to $45,000",1290
M3A,"$45,000 to $50,000",1250
M3A,"$50,000 to $55,000",1070
M3A,"$55,000 to $60,000",950
M3A,"$60,000 to $70,000",1660
M3A,"$70,000 to $80,000",1310
M3A,"$80,000 to $90,000",1000
M3A,"$90,000 to $100,000",800
M3A,"$100,000 to $150,000",1890
M3A,"$150,000 to $250,000",790
M3A,"over $250,000",460
M3B,"Under $5,000",1080
M3B,"$5,000  to $10,000",380
M3B,"$10,000 to $15,000",520
M3B,"$15,000 to $20,000",650
M3B,"$20,000 to $25,000",610
M3B,"$25,000 to $30,000",490
M3B,"$30,000 to $35,000",430
M3B,"$35,000 to $40,000",380
M3B,"$40,000 to $45,000",390
M3B,"$45,000 to $50,000",390
M3B,"$50,000 to $55,000",360
M3B,"$55,000 to $60,000",300
M3B,"$60,000 to $70,000",640
M3B,"$70,000 to $80,000",570
M3B,"$80,000 to $90,000",500
M3B,"$90,000 to $100,000",450
M3B,"$100,000 to $150,000",1450
M3B,"$150,000 to $250,000",1050
M3B,"over $250,000",980
M3C,"Under $5,000",3920
M3C,"$5,000  to $10,000",1450
M3C,"$10,000 to $15,000",2110
M3C,"$15,000 to $20,000",2900
M3C,"$20,000 to $25,000",3280
M3C,"$25,000 to $30,000",2190
M3C,"$30,000 to $35,000",1830
M3C,"$35,000 to $40,000",1620
M3C,"$40,000 to $45,000",1420
M3C,"$45,000 to $50,000",1400
M3C,"$50,000 to $55,000",1160
M3C,"$55,000 to $60,000",1020
M3C,"$60,000 to $70,000",1720
M3C,"$70,000 to $80,000",1400
M3C,"$80,000 to $90,000",1090
M3C,"$90,000 to $100,000",820
M3C,"$100,000 to $150,000",1960
M3C,"$150,000 to $250,000",820
M3C,"over $250,000",420
M3H,"Under $5,000",2720
M3H,"$5,000  to $10,000",1270
M3H,"$10,000 to $15,000",1620
M3H,"$15,000 to $20,000",2410
M3H,"$20,000 to $25,000",2700
M3H,"$25,000 to $30,000",1920
M3H,"$30,000 to $35,000",1730
M3H,"$35,000 to $40,000",1550
M3H,"$40,000 to $45,000",1460
M3H,"$45,000 to $50,000",1410
M3H,"$50,000 to $55,000",1170
M3H,"$55,000 to $60,000",1020
M3H,"$60,000 to $70,000",1750
M3H,"$70,000 to $80,000",1460
M3H,"$80,000 to $90,000",1180
M3H,"$90,000 to $100,000",930
M3H,"$100,000 to $150,000",2440
M3H,"$150,000 to $250,000",1500
M3H,"over $250,000",1060
M3J,"Under $5,000",3930
M3J,"$5,000  to $10,000",1460
M3J,"$10,000 to $15,000",1930
M3J,"$15,000 to $20,000",2230
M3J,"$20,000 to $25,000",2610
M3J,"$25,000 to $30,000",1880
M3J,"$30,000 to $35,000",1660
M3J,"$35,000 to $40,000",1450
M3J,"$40,000 to $45,000",1290
M3J,"$45,000 to $50,000",1170
M3J,"$50,000 to $55,000",1030
M3J,"$55,000 to $60,000",830
M3J,"$60,000 to $70,000",1300
M3J,"$70,000 to $80,000",860
M3J,"$80,000 to $90,000",630
M3J,"$90,000 to $100,000",460
M3J,"$100,000 to $150,000",880
M3J,"$150,000 to $250,000",230
M3J,"over $250,000",90
M3K,"Under $5,000",650
M3K,"$5,000  to $10,000",280
M3K,"$10,000 to $15,000",400
M3K,"$15,000 to $20,000",480
M3K,"$20,000 to $25,000",610
M3K,"$25,000 to $30,000",510
M3K,"$30,000 to $35,000",410
M3K,"$35,000 to $40,000",370
M3K,"$40,000 to $45,000",370
M3K,"$45,000 to $50,000",360
M3K,"$50,000 to $55,000",280
M3K,"$55,000 to $60,000",240
M3K,"$60,000 to $70,000",420
M3K,"$70,000 to $80,000",330
M3K,"$80,000 to $90,000",290
M3K,"$90,000 to $100,000",210
M3K,"$100,000 to $150,000",490
M3K,"$150,000 to $250,000",190
M3K,"over $250,000",100
M3L,"Under $5,000",1330
M3L,"$5,000  to $10,000",750
M3L,"$10,000 to $15,000",1180
M3L,"$15,000 to $20,000",1580
M3L,"$20,000 to $25,000",2030
M3L,"$25,000 to $30,000",1260
M3L,"$30,000 to $35,000",1140
M3L,"$35,000 to $40,000",1000
M3L,"$40,000 to $45,000",950
M3L,"$45,000 to $50,000",790
M3L,"$50,000 to $55,000",680
M3L,"$55,000 to $60,000",580
M3L,"$60,000 to $70,000",860
M3L,"$70,000 to $80,000",640
M3L,"$80,000 to $90,000",380
M3L,"$90,000 to $100,000",280
M3L,"$100,000 to $150,000",490
M3L,"$150,000 to $250,000",100
M3L,"over $250,000",30
M3M,"Under $5,000",1750
M3M,"$5,000  to $10,000",970
M3M,"$10,000 to $15,000",1370
M3M,"$15,000 to $20,000",1790
M3M,"$20,000 to $25,000",2240
M3M,"$25,000 to $30,000",1570
M3M,"$30,000 to $35,000",1380
M3M,"$35,000 to $40,000",1260
M3M,"$40,000 to $45,000",1140
M3M,"$45,000 to $50,000",1070
M3M,"$50,000 to $55,000",910
M3M,"$55,000 to $60,000",790
M3M,"$60,000 to $70,000",1210
M3M,"$70,000 to $80,000",840
M3M,"$80,000 to $90,000",610
M3M,"$90,000 to $100,000",390
M3M,"$100,000 to $150,000",890
M3M,"$150,000 to $250,000",190
M3M,"over $250,000",60
M3N,"Under $5,000",3610
M3N,"$5,000  to $10,000",1990
M3N,"$10,000 to $15,000",2850
M3N,"$15,000 to $20,000",3900
M3N,"$20,000 to $25,000",4160
M3N,"$25,000 to $30,000",2600
M3N,"$30,000 to $35,000",2170
M3N,"$35,000 to $40,000",1930
M3N,"$40,000 to $45,000",1820
M3N,"$45,000 to $50,000",1510
M3N,"$50,000 to $55,000",1290
M3N,"$55,000 to $60,000",1060
M3N,"$60,000 to $70,000",1390
M3N,"$70,000 to $80,000",890
M3N,"$80,000 to $90,000",570
M3N,"$90,000 to $100,000",360
M3N,"$100,000 to $150,000",530
M3N,"$150,000 to $250,000",110
M3N,"over $250,000",30
M4A,"Under $5,000",1180
M4A,"$5,000  to $10,000",530
M4A,"$10,000 to $15,000",760
M4A,"$15,000 to $20,000",1070
M4A,"$20,000 to $25,000",1290
M4A,"$25,000 to $30,000",830
M4A,"$30,000 to $35,000",680
M4A,"$35,000 to $40,000",610
M4A,"$40,000 to $45,000",510
M4A,"$45,000 to $50,000",510
M4A,"$50,000 to $55,000",450
M4A,"$55,000 to $60,000",420
M4A,"$60,000 to $70,000",640
M4A,"$70,000 to $80,000",500
M4A,"$80,000 to $90,000",460
M4A,"$90,000 to $100,000",360
M4A,"$100,000 to $150,000",720
M4A,"$150,000 to $250,000",280
M4A,"over $250,000",100
M4B,"Under $5,000",1230
M4B,"$5,000  to $10,000",590
M4B,"$10,000 to $15,000",900
M4B,"$15,000 to $20,000",1200
M4B,"$20,000 to $25,000",1470
M4B,"$25,000 to $30,000",970
M4B,"$30,000 to $35,000",810
M4B,"$35,000 to $40,000",780
M4B,"$40,000 to $45,000",660
M4B,"$45,000 to $50,000",670
M4B,"$50,000 to $55,000",590
M4B,"$55,000 to $60,000",510
M4B,"$60,000 to $70,000",780
M4B,"$70,000 to $80,000",720
M4B,"$80,000 to $90,000",530
M4B,"$90,000 to $100,000",450
M4B,"$100,000 to $150,000",1150
M4B,"$150,000 to $250,000",550
M4B,"over $250,000",250
M4C,"Under $5,000",3250
M4C,"$5,000  to $10,000",1470
M4C,"$10,000 to $15,000",2190
M4C,"$15,000 to $20,000",2840
M4C,"$20,000 to $25,000",3380
M4C,"$25,000 to $30,000",2240
M4C,"$30,000 to $35,000",1940
M4C,"$35,000 to $40,000",1650
M4C,"$40,000 to $45,000",1530
M4C,"$45,000 to $50,000",1440
M4C,"$50,000 to $55,000",1290
M4C,"$55,000 to $60,000",1080
M4C,"$60,000 to $70,000",2000
M4C,"$70,000 to $80,000",1710
M4C,"$80,000 to $90,000",1480
M4C,"$90,000 to $100,000",1310
M4C,"$100,000 to $150,000",3430
M4C,"$150,000 to $250,000",1460
M4C,"over $250,000",550
M4E,"Under $5,000",1120
M4E,"$5,000  to $10,000",720
M4E,"$10,000 to $15,000",890
M4E,"$15,000 to $20,000",1020
M4E,"$20,000 to $25,000",1160
M4E,"$25,000 to $30,000",850
M4E,"$30,000 to $35,000",710
M4E,"$35,000 to $40,000",660
M4E,"$40,000 to $45,000",610
M4E,"$45,000 to $50,000",640
M4E,"$50,000 to $55,000",540
M4E,"$55,000 to $60,000",560
M4E,"$60,000 to $70,000",1070
M4E,"$70,000 to $80,000",1000
M4E,"$80,000 to $90,000",940
M4E,"$90,000 to $100,000",860
M4E,"$100,000 to $150,000",2740
M4E,"$150,000 to $250,000",1740
M4E,"over $250,000",1420
M4G,"Under $5,000",1030
M4G,"$5,000  to $10,000",530
M4G,"$10,000 to $15,000",530
M4G,"$15,000 to $20,000",640
M4G,"$20,000 to $25,000",750
M4G,"$25,000 to $30,000",610
M4G,"$30,000 to $35,000",490
M4G,"$35,000 to $40,000",470
M4G,"$40,000 to $45,000",480
M4G,"$45,000 to $50,000",490
M4G,"$50,000 to $55,000",450
M4G,"$55,000 to $60,000",450
M4G,"$60,000 to $70,000",860
M4G,"$70,000 to $80,000",720
M4G,"$80,000 to $90,000",730
M4G,"$90,000 to $100,000",680
M4G,"$100,000 to $150,000",2150
M4G,"$150,000 to $250,000",1590
M4G,"over $250,000",1900
M4H,"Under $5,000",2880
M4H,"$5,000  to $10,000",760
M4H,"$10,000 to $15,000",1000
M4H,"$15,000 to $20,000",1540
M4H,"$20,000 to $25,000",1800
M4H,"$25,000 to $30,000",1070
M4H,"$30,000 to $35,000",790
M4H,"$35,000 to $40,000",680
M4H,"$40,000 to $45,000",550
M4H,"$45,000 to $50,000",480
M4H,"$50,000 to $55,000",420
M4H,"$55,000 to $60,000",340
M4H,"$60,000 to $70,000",490
M4H,"$70,000 to $80,000",340
M4H,"$80,000 to $90,000",250
M4H,"$90,000 to $100,000",170
M4H,"$100,000 to $150,000",330
M4H,"$150,000 to $250,000",90
M4H,"over $250,000",20
M4J,"Under $5,000",1890
M4J,"$5,000  to $10,000",1060
M4J,"$10,000 to $15,000",1630
M4J,"$15,000 to $20,000",2140
M4J,"$20,000 to $25,000",2650
M4J,"$25,000 to $30,000",1470
M4J,"$30,000 to $35,000",1220
M4J,"$35,000 to $40,000",1140
M4J,"$40,000 to $45,000",970
M4J,"$45,000 to $50,000",960
M4J,"$50,000 to $55,000",880
M4J,"$55,000 to $60,000",730
M4J,"$60,000 to $70,000",1410
M4J,"$70,000 to $80,000",1230
M4J,"$80,000 to $90,000",1180
M4J,"$90,000 to $100,000",1050
M4J,"$100,000 to $150,000",3230
M4J,"$150,000 to $250,000",1790
M4J,"over $250,000",800
M4K,"Under $5,000",1520
M4K,"$5,000  to $10,000",840
M4K,"$10,000 to $15,000",1360
M4K,"$15,000 to $20,000",1710
M4K,"$20,000 to $25,000",2010
M4K,"$25,000 to $30,000",1330
M4K,"$30,000 to $35,000",1120
M4K,"$35,000 to $40,000",1020
M4K,"$40,000 to $45,000",940
M4K,"$45,000 to $50,000",920
M4K,"$50,000 to $55,000",770
M4K,"$55,000 to $60,000",740
M4K,"$60,000 to $70,000",1300
M4K,"$70,000 to $80,000",1130
M4K,"$80,000 to $90,000",970
M4K,"$90,000 to $100,000",810
M4K,"$100,000 to $150,000",2520
M4K,"$150,000 to $250,000",1740
M4K,"over $250,000",1310
M4L,"Under $5,000",1490
M4L,"$5,000  to $10,000",880
M4L,"$10,000 to $15,000",1300
M4L,"$15,000 to $20,000",1520
M4L,"$20,000 to $25,000",1690
M4L,"$25,000 to $30,000",1170
M4L,"$30,000 to $35,000",960
M4L,"$35,000 to $40,000",850
M4L,"$40,000 to $45,000",800
M4L,"$45,000 to $50,000",860
M4L,"$50,000 to $55,000",740
M4L,"$55,000 to $60,000",660
M4L,"$60,000 to $70,000",1260
M4L,"$70,000 to $80,000",1220
M4L,"$80,000 to $90,000",1110
M4L,"$90,000 to $100,000",940
M4L,"$100,000 to $150,000",3040
M4L,"$150,000 to $250,000",1980
M4L,"over $250,000",1320
M4M,"Under $5,000",1270
M4M,"$5,000  to $10,000",730
M4M,"$10,000 to $15,000",1170
M4M,"$15,000 to $20,000",1420
M4M,"$20,000 to $25,000",1630
M4M,"$25,000 to $30,000",1010
M4M,"$30,000 to $35,000",740
M4M,"$35,000 to $40,000",690
M4M,"$40,000 to $45,000",650
M4M,"$45,000 to $50,000",560
M4M,"$50,000 to $55,000",580
M4M,"$55,000 to $60,000",530
M4M,"$60,000 to $70,000",930
M4M,"$70,000 to $80,000",900
M4M,"$80,000 to $90,000",770
M4M,"$90,000 to $100,000",780
M4M,"$100,000 to $150,000",2310
M4M,"$150,000 to $250,000",1550
M4M,"over $250,000",910
M4N,"Under $5,000",950
M4N,"$5,000  to $10,000",440
M4N,"$10,000 to $15,000",500
M4N,"$15,000 to $20,000",530
M4N,"$20,000 to $25,000",590
M4N,"$25,000 to $30,000",440
M4N,"$30,000 to $35,000",400
M4N,"$35,000 to $40,000",390
M4N,"$40,000 to $45,000",350
M4N,"$45,000 to $50,000",380
M4N,"$50,000 to $55,000",310
M4N,"$55,000 to $60,000",280
M4N,"$60,000 to $70,000",580
M4N,"$70,000 to $80,000",510
M4N,"$80,000 to $90,000",500
M4N,"$90,000 to $100,000",440
M4N,"$100,000 to $150,000",1420
M4N,"$150,000 to $250,000",1380
M4N,"over $250,000",2210
M4P,"Under $5,000",1840
M4P,"$5,000  to $10,000",670
M4P,"$10,000 to $15,000",860
M4P,"$15,000 to $20,000",1080
M4P,"$20,000 to $25,000",1430
M4P,"$25,000 to $30,000",930
M4P,"$30,000 to $35,000",820
M4P,"$35,000 to $40,000",800
M4P,"$40,000 to $45,000",720
M4P,"$45,000 to $50,000",770
M4P,"$50,000 to $55,000",650
M4P,"$55,000 to $60,000",700
M4P,"$60,000 to $70,000",1270
M4P,"$70,000 to $80,000",1100
M4P,"$80,000 to $90,000",1000
M4P,"$90,000 to $100,000",850
M4P,"$100,000 to $150,000",2190
M4P,"$150,000 to $250,000",1070
M4P,"over $250,000",810
M4R,"Under $5,000",790
M4R,"$5,000  to $10,000",310
M4R,"$10,000 to $15,000",370
M4R,"$15,000 to $20,000",400
M4R,"$20,000 to $25,000",490
M4R,"$25,000 to $30,000",350
M4R,"$30,000 to $35,000",350
M4R,"$35,000 to $40,000",330
M4R,"$40,000 to $45,000",310
M4R,"$45,000 to $50,000",310
M4R,"$50,000 to $55,000",280
M4R,"$55,000 to $60,000",250
M4R,"$60,000 to $70,000",460
M4R,"$70,000 to $80,000",480
M4R,"$80,000 to $90,000",400
M4R,"$90,000 to $100,000",340
M4R,"$100,000 to $150,000",1150
M4R,"$150,000 to $250,000",940
M4R,"over $250,000",1090
M4S,"Under $5,000",2010
M4S,"$5,000  to $10,000",750
M4S,"$10,000 to $15,000",970
M4S,"$15,000 to $20,000",1140
M4S,"$20,000 to $25,000",1410
M4S,"$25,000 to $30,000",1010
M4S,"$30,000 to $35,000",930
M4S,"$35,000 to $40,000",790
M4S,"$40,000 to $45,000",920
M4S,"$45,000 to $50,000",920
M4S,"$50,000 to $55,000",840
M4S,"$55,000 to $60,000",810
M4S,"$60,000 to $70,000",1430
M4S,"$70,000 to $80,000",1390
M4S,"$80,000 to $90,000",1330
M4S,"$90,000 to $100,000",1130
M4S,"$100,000 to $150,000",3230
M4S,"$150,000 to $250,000",1850
M4S,"over $250,000",1400
M4T,"Under $5,000",540
M4T,"$5,000  to $10,000",230
M4T,"$10,000 to $15,000",300
M4T,"$15,000 to $20,000",310
M4T,"$20,000 to $25,000",390
M4T,"$25,000 to $30,000",260
M4T,"$30,000 to $35,000",300
M4T,"$35,000 to $40,000",280
M4T,"$40,000 to $45,000",260
M4T,"$45,000 to $50,000",310
M4T,"$50,000 to $55,000",260
M4T,"$55,000 to $60,000",270
M4T,"$60,000 to $70,000",510
M4T,"$70,000 to $80,000",460
M4T,"$80,000 to $90,000",460
M4T,"$90,000 to $100,000",380
M4T,"$100,000 to $150,000",1160
M4T,"$150,000 to $250,000",1040
M4T,"over $250,000",1460
M4V,"Under $5,000",950
M4V,"$5,000  to $10,000",380
M4V,"$10,000 to $15,000",470
M4V,"$15,000 to $20,000",580
M4V,"$20,000 to $25,000",710
M4V,"$25,000 to $30,000",560
M4V,"$30,000 to $35,000",530
M4V,"$35,000 to $40,000",510
M4V,"$40,000 to $45,000",480
M4V,"$45,000 to $50,000",500
M4V,"$50,000 to $55,000",490
M4V,"$55,000 to $60,000",430
M4V,"$60,000 to $70,000",810
M4V,"$70,000 to $80,000",830
M4V,"$80,000 to $90,000",710
M4V,"$90,000 to $100,000",610
M4V,"$100,000 to $150,000",1870
M4V,"$150,000 to $250,000",1640
M4V,"over $250,000",2070
M4W,"Under $5,000",1290
M4W,"$5,000  to $10,000",370
M4W,"$10,000 to $15,000",450
M4W,"$15,000 to $20,000",500
M4W,"$20,000 to $25,000",570
M4W,"$25,000 to $30,000",440
M4W,"$30,000 to $35,000",360
M4W,"$35,000 to $40,000",390
M4W,"$40,000 to $45,000",360
M4W,"$45,000 to $50,000",400
M4W,"$50,000 to $55,000",350
M4W,"$55,000 to $60,000",320
M4W,"$60,000 to $70,000",600
M4W,"$70,000 to $80,000",590
M4W,"$80,000 to $90,000",570
M4W,"$90,000 to $100,000",420
M4W,"$100,000 to $150,000",1480
M4W,"$150,000 to $250,000",1340
M4W,"over $250,000",1870
M4X,"Under $5,000",1950
M4X,"$5,000  to $10,000",850
M4X,"$10,000 to $15,000",1270
M4X,"$15,000 to $20,000",1520
M4X,"$20,000 to $25,000",1760
M4X,"$25,000 to $30,000",1030
M4X,"$30,000 to $35,000",960
M4X,"$35,000 to $40,000",790
M4X,"$40,000 to $45,000",680
M4X,"$45,000 to $50,000",620
M4X,"$50,000 to $55,000",550
M4X,"$55,000 to $60,000",450
M4X,"$60,000 to $70,000",760
M4X,"$70,000 to $80,000",540
M4X,"$80,000 to $90,000",530
M4X,"$90,000 to $100,000",370
M4X,"$100,000 to $150,000",810
M4X,"$150,000 to $250,000",420
M4X,"over $250,000",320
M4Y,"Under $5,000",5080
M4Y,"$5,000  to $10,000",1180
M4Y,"$10,000 to $15,000",1460
M4Y,"$15,000 to $20,000",1600
M4Y,"$20,000 to $25,000",1790
M4Y,"$25,000 to $30,000",1320
M4Y,"$30,000 to $35,000",1180
M4Y,"$35,000 to $40,000",1140
M4Y,"$40,000 to $45,000",1040
M4Y,"$45,000 to $50,000",1020
M4Y,"$50,000 to $55,000",990
M4Y,"$55,000 to $60,000",920
M4Y,"$60,000 to $70,000",1700
M4Y,"$70,000 to $80,000",1510
M4Y,"$80,000 to $90,000",1460
M4Y,"$90,000 to $100,000",1160
M4Y,"$100,000 to $150,000",2900
M4Y,"$150,000 to $250,000",1270
M4Y,"over $250,000",580
M5A,"Under $5,000",3370
M5A,"$5,000  to $10,000",1920
M5A,"$10,000 to $15,000",2820
M5A,"$15,000 to $20,000",3060
M5A,"$20,000 to $25,000",3180
M5A,"$25,000 to $30,000",1930
M5A,"$30,000 to $35,000",1610
M5A,"$35,000 to $40,000",1400
M5A,"$40,000 to $45,000",1330
M5A,"$45,000 to $50,000",1210
M5A,"$50,000 to $55,000",1100
M5A,"$55,000 to $60,000",1090
M5A,"$60,000 to $70,000",1930
M5A,"$70,000 to $80,000",1740
M5A,"$80,000 to $90,000",1580
M5A,"$90,000 to $100,000",1430
M5A,"$100,000 to $150,000",4260
M5A,"$150,000 to $250,000",2140
M5A,"over $250,000",1100
M5B,"Under $5,000",2180
M5B,"$5,000  to $10,000",670
M5B,"$10,000 to $15,000",810
M5B,"$15,000 to $20,000",980
M5B,"$20,000 to $25,000",1020
M5B,"$25,000 to $30,000",650
M5B,"$30,000 to $35,000",560
M5B,"$35,000 to $40,000",520
M5B,"$40,000 to $45,000",470
M5B,"$45,000 to $50,000",460
M5B,"$50,000 to $55,000",410
M5B,"$55,000 to $60,000",390
M5B,"$60,000 to $70,000",650
M5B,"$70,000 to $80,000",650
M5B,"$80,000 to $90,000",540
M5B,"$90,000 to $100,000",480
M5B,"$100,000 to $150,000",1230
M5B,"$150,000 to $250,000",570
M5B,"over $250,000",240
M5C,"Under $5,000",290
M5C,"$5,000  to $10,000",110
M5C,"$10,000 to $15,000",130
M5C,"$15,000 to $20,000",160
M5C,"$20,000 to $25,000",160
M5C,"$25,000 to $30,000",130
M5C,"$30,000 to $35,000",120
M5C,"$35,000 to $40,000",120
M5C,"$40,000 to $45,000",100
M5C,"$45,000 to $50,000",80
M5C,"$50,000 to $55,000",90
M5C,"$55,000 to $60,000",90
M5C,"$60,000 to $70,000",190
M5C,"$70,000 to $80,000",180
M5C,"$80,000 to $90,000",160
M5C,"$90,000 to $100,000",170
M5C,"$100,000 to $150,000",490
M5C,"$150,000 to $250,000",330
M5C,"over $250,000",380
M5E,"Under $5,000",800
M5E,"$5,000  to $10,000",270
M5E,"$10,000 to $15,000",350
M5E,"$15,000 to $20,000",430
M5E,"$20,000 to $25,000",520
M5E,"$25,000 to $30,000",330
M5E,"$30,000 to $35,000",290
M5E,"$35,000 to $40,000",300
M5E,"$40,000 to $45,000",260
M5E,"$45,000 to $50,000",260
M5E,"$50,000 to $55,000",290
M5E,"$55,000 to $60,000",260
M5E,"$60,000 to $70,000",520
M5E,"$70,000 to $80,000",540
M5E,"$80,000 to $90,000",530
M5E,"$90,000 to $100,000",500
M5E,"$100,000 to $150,000",1540
M5E,"$150,000 to $250,000",1090
M5E,"over $250,000",750
M5G,"Under $5,000",2410
M5G,"$5,000  to $10,000",1200
M5G,"$10,000 to $15,000",4960
M5G,"$15,000 to $20,000",2880
M5G,"$20,000 to $25,000",3710
M5G,"$25,000 to $30,000",870
M5G,"$30,000 to $35,000",560
M5G,"$35,000 to $40,000",430
M5G,"$40,000 to $45,000",420
M5G,"$45,000 to $50,000",350
M5G,"$50,000 to $55,000",290
M5G,"$55,000 to $60,000",270
M5G,"$60,000 to $70,000",430
M5G,"$70,000 to $80,000",420
M5G,"$80,000 to $90,000",400
M5G,"$90,000 to $100,000",320
M5G,"$100,000 to $150,000",790
M5G,"$150,000 to $250,000",410
M5G,"over $250,000",210
M5H,"Under $5,000",330
M5H,"$5,000  to $10,000",80
M5H,"$10,000 to $15,000",90
M5H,"$15,000 to $20,000",120
M5H,"$20,000 to $25,000",100
M5H,"$25,000 to $30,000",70
M5H,"$30,000 to $35,000",90
M5H,"$35,000 to $40,000",80
M5H,"$40,000 to $45,000",90
M5H,"$45,000 to $50,000",80
M5H,"$50,000 to $55,000",80
M5H,"$55,000 to $60,000",60
M5H,"$60,000 to $70,000",150
M5H,"$70,000 to $80,000",170
M5H,"$80,000 to $90,000",150
M5H,"$90,000 to $100,000",120
M5H,"$100,000 to $150,000",400
M5H,"$150,000 to $250,000",290
M5H,"over $250,000",460
M5J,"Under $5,000",1170
M5J,"$5,000  to $10,000",360
M5J,"$10,000 to $15,000",380
M5J,"$15,000 to $20,000",550
M5J,"$20,000 to $25,000",590
M5J,"$25,000 to $30,000",430
M5J,"$30,000 to $35,000",400
M5J,"$35,000 to $40,000",410
M5J,"$40,000 to $45,000",380
M5J,"$45,000 to $50,000",390
M5J,"$50,000 to $55,000",380
M5J,"$55,000 to $60,000",370
M5J,"$60,000 to $70,000",810
M5J,"$70,000 to $80,000",770
M5J,"$80,000 to $90,000",780
M5J,"$90,000 to $100,000",680
M5J,"$100,000 to $150,000",2260
M5J,"$150,000 to $250,000",1240
M5J,"over $250,000",840
M5K,"Under $5,000",0
M5K,"$5,000  to $10,000",0
M5K,"$10,000 to $15,000",0
M5K,"$15,000 to $20,000",0
M5K,"$20,000 to $25,000",20
M5K,"$25,000 to $30,000",0
M5K,"$30,000 to $35,000",0
M5K,"$35,000 to $40,000",0
M5K,"$40,000 to $45,000",0
M5K,"$45,000 to $50,000",0
M5K,"$50,000 to $55,000",0
M5K,"$55,000 to $60,000",0
M5K,"$60,000 to $70,000",0
M5K,"$70,000 to $80,000",0
M5K,"$80,000 to $90,000",0
M5K,"$90,000 to $100,000",0
M5K,"$100,000 to $150,000",20
M5K,"$150,000 to $250,000",10
M5K,"over $250,000",40
M5L,"Under $5,000",0
M5L,"$5,000  to $10,000",0
M5L,"$10,000 to $15,000",0
M5L,"$15,000 to $20,000",0
M5L,"$20,000 to $25,000",0
M5L,"$25,000 to $30,000",0
M5L,"$30,000 to $35,000",0
M5L,"$35,000 to $40,000",0
M5L,"$40,000 to $45,000",0
M5L,"$45,000 to $50,000",0
M5L,"$50,000 to $55,000",0
M5L,"$55,000 to $60,000",0
M5L,"$60,000 to $70,000",0
M5L,"$70,000 to $80,000",0
M5L,"$80,000 to $90,000",0
M5L,"$90,000 to $100,000",0
M5L,"$100,000 to $150,000",0
M5L,"$150,000 to $250,000",0
M5L,"over $250,000",0
M5M,"Under $5,000",1540
M5M,"$5,000  to $10,000",680
M5M,"$10,000 to $15,000",870
M5M,"$15,000 to $20,000",920
M5M,"$20,000 to $25,000",1080
M5M,"$25,000 to $30,000",790
M5M,"$30,000 to $35,000",740
M5M,"$35,000 to $40,000",610
M5M,"$40,000 to $45,000",620
M5M,"$45,000 to $50,000",600
M5M,"$50,000 to $55,000",520
M5M,"$55,000 to $60,000",460
M5M,"$60,000 to $70,000",910
M5M,"$70,000 to $80,000",840
M5M,"$80,000 to $90,000",760
M5M,"$90,000 to $100,000",750
M5M,"$100,000 to $150,000",2490
M5M,"$150,000 to $250,000",2350
M5M,"over $250,000",2800
M5N,"Under $5,000",1050
M5N,"$5,000  to $10,000",410
M5N,"$10,000 to $15,000",540
M5N,"$15,000 to $20,000",690
M5N,"$20,000 to $25,000",800
M5N,"$25,000 to $30,000",600
M5N,"$30,000 to $35,000",560
M5N,"$35,000 to $40,000",470
M5N,"$40,000 to $45,000",460
M5N,"$45,000 to $50,000",420
M5N,"$50,000 to $55,000",360
M5N,"$55,000 to $60,000",310
M5N,"$60,000 to $70,000",630
M5N,"$70,000 to $80,000",520
M5N,"$80,000 to $90,000",480
M5N,"$90,000 to $100,000",350
M5N,"$100,000 to $150,000",1300
M5N,"$150,000 to $250,000",1180
M5N,"over $250,000",1550
M5P,"Under $5,000",1060
M5P,"$5,000  to $10,000",450
M5P,"$10,000 to $15,000",540
M5P,"$15,000 to $20,000",650
M5P,"$20,000 to $25,000",770
M5P,"$25,000 to $30,000",660
M5P,"$30,000 to $35,000",610
M5P,"$35,000 to $40,000",520
M5P,"$40,000 to $45,000",520
M5P,"$45,000 to $50,000",510
M5P,"$50,000 to $55,000",470
M5P,"$55,000 to $60,000",430
M5P,"$60,000 to $70,000",900
M5P,"$70,000 to $80,000",830
M5P,"$80,000 to $90,000",720
M5P,"$90,000 to $100,000",600
M5P,"$100,000 to $150,000",1840
M5P,"$150,000 to $250,000",1520
M5P,"over $250,000",1910
M5R,"Under $5,000",1520
M5R,"$5,000  to $10,000",650
M5R,"$10,000 to $15,000",910
M5R,"$15,000 to $20,000",1040
M5R,"$20,000 to $25,000",1310
M5R,"$25,000 to $30,000",840
M5R,"$30,000 to $35,000",710
M5R,"$35,000 to $40,000",660
M5R,"$40,000 to $45,000",610
M5R,"$45,000 to $50,000",610
M5R,"$50,000 to $55,000",580
M5R,"$55,000 to $60,000",530
M5R,"$60,000 to $70,000",1050
M5R,"$70,000 to $80,000",930
M5R,"$80,000 to $90,000",830
M5R,"$90,000 to $100,000",720
M5R,"$100,000 to $150,000",2250
M5R,"$150,000 to $250,000",1980
M5R,"over $250,000",2220
M5S,"Under $5,000",2840
M5S,"$5,000  to $10,000",690
M5S,"$10,000 to $15,000",660
M5S,"$15,000 to $20,000",680
M5S,"$20,000 to $25,000",870
M5S,"$25,000 to $30,000",560
M5S,"$30,000 to $35,000",480
